Type,Area,Latitude,Longitude,Coordinates,Price(CZK),Region
2+kk,58,50.1442,14.5758,"(50.1443, 14.5758)",4490000,Vinor
3+kk,93,50.065,14.5527,"(50.065, 14.5527)",2850000,Dolni Mecholupy
2+kk,59,50.047,14.3026,"(50.0471, 14.3027)",1990000,Praha 13
3+kk,71,50.0705,14.3774,"(50.0706, 14.3775)",9450000,Praha 5
2+kk,58,50.0249,14.4132,"(50.0249, 14.4132)",6190000,Praha 4
2+kk,52,50.0578,14.2835,"(50.0579, 14.2835)",5690000,Zlicin
3+kk,124,50.0553,14.5623,"(50.0553, 14.5624)",8980000,Dolni Mecholupy
3+1,100,50.0671,14.4548,"(50.0671, 14.4549)",7700000,Praha 10
4+kk,120,50.0206,14.4668,"(50.0207, 14.4669)",11999999,Kunratice
4+1,105,50.104,14.5666,"(50.1041, 14.5666)",2890000,Praha 14
3+kk,100,50.1061,14.4661,"(50.1062, 14.4662)",14800000,Praha 8
4+kk,142,50.07,14.3812,"(50.07, 14.3813)",13800000,Praha 5
5+1,151,50.0501,14.3389,"(50.0501, 14.339)",12500000,Praha 13
5+1,223,50.1043,14.3981,"(50.1043, 14.3981)",26700000,Praha 6
1+kk,29,50.0992,14.4824,"(50.0993, 14.4824)",3129000,Praha 9
1+1,27,50.0747,14.4924,"(50.0747, 14.4924)",2490000,Praha 10
2+kk,57,50.0716,14.4061,"(50.0716, 14.4062)",8900000,Praha 5
2+kk,69,50.0645,14.3216,"(50.0646, 14.3217)",5490000,Praha 13
3+1,44,50.0842,14.4142,"(50.0842, 14.4142)",8480000,Praha 1
4+1,107,50.0718,14.437,"(50.0719, 14.437)",11190000,Praha 2
2+kk,42,50.0292,14.5308,"(50.0293, 14.5309)",3990000,Praha 11
2+1,78,50.0764,14.4349,"(50.0764, 14.435)",11900000,Praha 2
2+kk,52,50.1132,14.473,"(50.1133, 14.4731)",4995000,Praha 8
2+kk,70,50.0468,14.4604,"(50.0468, 14.4605)",5150000,Praha 4
3+1,77,50.0314,14.3701,"(50.0314, 14.3702)",5890000,Praha 5
2+kk,78,50.0945,14.4472,"(50.0945, 14.4472)",9900000,Praha 8
3+kk,81,50.0835,14.4511,"(50.0836, 14.4511)",8870000,Praha 3
1+kk,28,50.1042,14.4354,"(50.1043, 14.4355)",3490000,Praha 7
3+1,67,50.0924,14.4511,"(50.0925, 14.4511)",8750000,Praha 8
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4790000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4840000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7970000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7880000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7820000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10650000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4750000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7770000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10600000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10500000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10450000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10550000,Praha 9
4+kk,91,50.1007,14.5061,"(50.1008, 14.5062)",8240000,Praha 9
4+kk,112,50.1007,14.5061,"(50.1008, 14.5062)",10350000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4740000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4640000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10400000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4480000,Praha 9
4+kk,112,50.1007,14.5061,"(50.1008, 14.5062)",10300000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4690000,Praha 9
3+kk,79,50.1007,14.5061,"(50.1008, 14.5062)",7200000,Praha 9
4+kk,113,50.1007,14.5061,"(50.1008, 14.5062)",10700000,Praha 9
3+kk,79,50.1007,14.5061,"(50.1008, 14.5062)",7210000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7570000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7670000,Praha 9
3+kk,85,50.1007,14.5061,"(50.1008, 14.5062)",7620000,Praha 9
4+kk,91,50.1007,14.5061,"(50.1008, 14.5062)",8290000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4580000,Praha 9
2+kk,56,50.1007,14.5061,"(50.1008, 14.5062)",4430000,Praha 9
2+kk,61,50.1081,14.4402,"(50.1082, 14.4403)",5649000,Praha 7
3+kk,62,50.0914,14.3217,"(50.0914, 14.3218)",4490000,Praha 6
3+1,70,50.0807,14.5085,"(50.0808, 14.5085)",6000000,Praha 10
3+kk,96,50.0698,14.3666,"(50.0698, 14.3667)",11000000,Praha 5
2+1,53,50.0916,14.4753,"(50.0916, 14.4753)",5300000,Praha 3
4+kk,111,50.0678,14.4567,"(50.0678, 14.4567)",9980000,Praha 10
3+kk,107,50.0499,14.4543,"(50.0499, 14.4543)",13800000,Praha 4
3+1,79,50.0363,14.3367,"(50.0363, 14.3368)",5590000,Praha 13
4+kk,97,50.029,14.3622,"(50.029, 14.3623)",8187225,Praha 5
3+1,77,50.0288,14.5263,"(50.0288, 14.5264)",4999999,Praha 11
3+1,74,50.0783,14.4578,"(50.0784, 14.4578)",8690000,Praha 3
4+1,94,50.1323,14.3677,"(50.1323, 14.3678)",10290000,Suchdol
3+kk,102,50.0769,14.4649,"(50.0769, 14.4649)",9400000,Praha 3
2+1,67,50.0592,14.45,"(50.0592, 14.45)",6990000,Praha 4
4+1,115,50.0539,14.3466,"(50.0539, 14.3466)",6950000,Praha 13
3+kk,85,50.0581,14.2805,"(50.0581, 14.2805)",8550000,Zlicin
3+kk,60,50.0596,14.4962,"(50.0596, 14.4962)",5520000,Praha 10
2+kk,69,50.1025,14.4767,"(50.1025, 14.4768)",6407700,Praha 8
1+1,29,50.0721,14.4418,"(50.0721, 14.4419)",3490000,Praha 2
3+1,95,50.0813,14.4523,"(50.0814, 14.4524)",9000000,Praha 3
3+1,89,50.1023,14.4451,"(50.1023, 14.4451)",7990000,Praha 7
2+kk,48,50.0905,14.4747,"(50.0906, 14.4748)",4490000,Praha 3
5+kk,262,50.1053,14.5021,"(50.1053, 14.5022)",25000000,Praha 9
1+kk,26,50.1098,14.4979,"(50.1098, 14.4979)",3780000,Praha 9
3+1,76,50.0504,14.4604,"(50.0504, 14.4605)",6200000,Praha 4
2+kk,52,50.0738,14.4165,"(50.0739, 14.4165)",10900000,Praha 2
4+kk,260,50.0301,14.4226,"(50.0301, 14.4226)",21970000,Praha 4
2+kk,55,50.071,14.4069,"(50.071, 14.4069)",6600000,Praha 5
3+kk,84,50.0713,14.5477,"(50.0714, 14.5477)",6700000,Sterboholy
3+1,83,50.1306,14.4478,"(50.1307, 14.4479)",5450000,Praha 8
1+kk,30,50.1205,14.461,"(50.1205, 14.461)",3999999,Praha 8
1+kk,30,50.0741,14.4301,"(50.0742, 14.4301)",4900000,Praha 2
3+1,75,50.0879,14.3245,"(50.088, 14.3245)",7550000,Praha 6
1+kk,25,50.0786,14.504,"(50.0786, 14.5041)",3299999,Praha 10
1+kk,30,50.1296,14.4242,"(50.1296, 14.4243)",3480000,Praha 8
2+kk,43,50.0317,14.5629,"(50.0317, 14.563)",3899000,Petrovice
2+kk,60,50.0285,14.3632,"(50.0285, 14.3633)",1850000,Praha 5
3+kk,62,50.0691,14.4375,"(50.0692, 14.4376)",6756000,Praha 2
2+kk,48,50.0904,14.4728,"(50.0905, 14.4729)",4190000,Praha 3
2+kk,49,50.0485,14.5241,"(50.0486, 14.5241)",4490000,Praha 15
4+kk,124,50.1018,14.4261,"(50.1018, 14.4262)",12500000,Praha 7
3+1,76,50.013,14.4193,"(50.0131, 14.4193)",4990000,Praha 12
2+kk,49,50.1048,14.4771,"(50.1048, 14.4771)",4717800,Praha 8
4+kk,105,50.1403,14.4485,"(50.1404, 14.4485)",9500000,Dolni Chabry
1+kk,46,50.059,14.519,"(50.0591, 14.5191)",4490000,Praha 15
3+kk,65,50.0658,14.3696,"(50.0659, 14.3697)",6450000,Praha 5
2+kk,46,50.0636,14.444,"(50.0636, 14.4441)",5434110,Praha 4
3+1,71,50.0361,14.3813,"(50.0362, 14.3814)",4795000,Praha 5
3+1,60,49.9933,14.4334,"(49.9933, 14.4334)",4500000,Praha 12
1+kk,52,50.066,14.3934,"(50.0661, 14.3934)",8250000,Praha 5
3+kk,76,50.0678,14.4567,"(50.0679, 14.4567)",12500000,Praha 10
2+1,70,50.0608,14.4482,"(50.0608, 14.4482)",6990000,Praha 4
2+kk,82,50.0374,14.3459,"(50.0375, 14.3459)",6330000,Praha 13
2+1,69,50.0926,14.4793,"(50.0926, 14.4794)",5792000,Praha 3
2+kk,42,50.0333,14.5284,"(50.0333, 14.5285)",4100000,Praha 11
3+kk,60,50.052,14.4324,"(50.0521, 14.4325)",7390000,Praha 4
3+1,82,50.0213,14.4132,"(50.0213, 14.4132)",6990000,Praha 4
1+1,48,50.0775,14.5063,"(50.0775, 14.5063)",4300000,Praha 10
3+kk,120,50.0947,14.4571,"(50.0948, 14.4572)",14490000,Praha 8
3+1,80,50.042,14.5646,"(50.0421, 14.5646)",5750000,Praha 15
2+kk,42,50.0285,14.3667,"(50.0286, 14.3667)",4721307,Praha 5
2+kk,43,50.0285,14.3667,"(50.0286, 14.3667)",4890388,Praha 5
2+kk,43,50.0285,14.3667,"(50.0286, 14.3667)",4899635,Praha 5
3+kk,60,50.0285,14.3667,"(50.0286, 14.3667)",6722657,Praha 5
2+kk,49,50.0285,14.3667,"(50.0286, 14.3667)",5802441,Praha 5
3+kk,85,50.0285,14.3667,"(50.0286, 14.3667)",9011024,Praha 5
2+kk,52,50.0285,14.3667,"(50.0286, 14.3667)",5743841,Praha 5
2+kk,47,50.0285,14.3667,"(50.0286, 14.3667)",5478967,Praha 5
2+kk,43,50.0285,14.3667,"(50.0286, 14.3667)",5144261,Praha 5
4+kk,80,50.0285,14.3667,"(50.0286, 14.3667)",8998367,Praha 5
2+kk,44,50.0285,14.3667,"(50.0286, 14.3667)",5233432,Praha 5
2+kk,44,50.0285,14.3667,"(50.0286, 14.3667)",5263146,Praha 5
3+kk,66,50.0285,14.3667,"(50.0286, 14.3667)",7852576,Praha 5
3+kk,73,50.0022,14.417,"(50.0023, 14.4171)",8430000,Praha 12
2+kk,52,50.0022,14.417,"(50.0023, 14.4171)",6500000,Praha 12
4+kk,97,50.0022,14.417,"(50.0023, 14.4171)",12080000,Praha 12
3+1,76,50.0078,14.466,"(50.0079, 14.4661)",6500000,Libus
2+kk,60,50.1043,14.5854,"(50.1044, 14.5854)",5900000,Praha 14
2+kk,48,50.0285,14.3667,"(50.0286, 14.3667)",5766096,Praha 5
2+kk,47,50.0285,14.3667,"(50.0286, 14.3667)",5579591,Praha 5
3+kk,65,50.0285,14.3667,"(50.0286, 14.3667)",7474946,Praha 5
3+kk,76,50.0996,14.3922,"(50.0997, 14.3922)",8250000,Praha 6
1+kk,30,50.1053,14.5403,"(50.1053, 14.5403)",3350000,Praha 14
1+1,35,50.1052,14.4827,"(50.1052, 14.4827)",3250000,Praha 9
2+kk,43,50.1163,14.4696,"(50.1164, 14.4697)",3400000,Praha 8
3+1,75,50.0576,14.4342,"(50.0576, 14.4342)",6800000,Praha 4
2+kk,67,49.9882,14.4464,"(49.9882, 14.4464)",5990000,Praha 12
3+kk,89,50.069,14.3502,"(50.069, 14.3503)",8650000,Praha 5
atypicky,100,50.0662,14.3614,"(50.0663, 14.3615)",10390000,Praha 5
1+kk,27,50.0814,14.4718,"(50.0815, 14.4719)",3150000,Praha 3
3+1,76,50.0727,14.3497,"(50.0728, 14.3497)",5290000,Praha 5
1+kk,24,50.0793,14.4341,"(50.0793, 14.4341)",3700000,Praha 2
3+1,70,50.0672,14.4499,"(50.0672, 14.45)",6500000,Praha 10
2+kk,45,50.0692,14.4939,"(50.0693, 14.494)",4400000,Praha 10
4+kk,78,50.1062,14.4729,"(50.1062, 14.4729)",6490000,Praha 8
2+kk,47,50.0894,14.4739,"(50.0894, 14.4739)",4590000,Praha 3
2+kk,39,50.1071,14.3908,"(50.1071, 14.3908)",3990000,Praha 6
1+kk,38,50.0851,14.4199,"(50.0852, 14.4199)",7490000,Praha 1
4+1,123,50.0667,14.444,"(50.0667, 14.444)",16490000,Praha 10
4+1,95,50.0332,14.5129,"(50.0333, 14.513)",7500000,Praha 11
2+kk,36,50.0903,14.4739,"(50.0903, 14.4739)",3108900,Praha 3
3+kk,83,50.0688,14.3701,"(50.0689, 14.3701)",13800000,Praha 5
2+kk,69,50.039,14.323,"(50.0391, 14.323)",6500000,Reporyje
2+1,67,50.0421,14.4437,"(50.0422, 14.4437)",4650000,Praha 4
4+kk,130,50.0878,14.4256,"(50.0878, 14.4257)",22500000,Praha 1
3+1,76,50.035,14.3885,"(50.0351, 14.3886)",6800000,Praha 5
4+kk,223,50.073,14.3889,"(50.0731, 14.389)",34290000,Praha 5
3+kk,135,50.0778,14.4577,"(50.0778, 14.4578)",12800000,Praha 3
2+1,195,50.055,14.4948,"(50.0551, 14.4948)",8100000,Praha 10
3+kk,74,50.0698,14.3666,"(50.0698, 14.3667)",10900000,Praha 5
3+1,71,50.0304,14.5334,"(50.0304, 14.5334)",5390000,Praha 11
2+kk,38,50.0762,14.4167,"(50.0763, 14.4167)",7600000,Praha 2
3+kk,56,50.0015,14.3547,"(50.0016, 14.3547)",5000000,Lochkov
1+kk,37,50.0847,14.4166,"(50.0847, 14.4166)",6200000,Praha 1
3+kk,83,50.0376,14.3425,"(50.0377, 14.3425)",5750000,Praha 13
2+kk,45,50.1063,14.5466,"(50.1064, 14.5467)",3850000,Praha 14
1+1,50,50.0214,14.4665,"(50.0214, 14.4666)",4990000,Kunratice
1+kk,25,50.0796,14.4176,"(50.0797, 14.4176)",4500000,Praha 1
1+kk,45,50.1105,14.4506,"(50.1105, 14.4506)",4770000,Praha 7
3+1,77,50.1367,14.5057,"(50.1368, 14.5058)",5900000,Praha 18
3+kk,83,50.0432,14.4272,"(50.0433, 14.4273)",7800000,Praha 4
2+1,43,50.0728,14.4636,"(50.0729, 14.4636)",5200000,Praha 10
3+1,65,50.0061,14.436,"(50.0062, 14.436)",4700000,Praha 12
2+1,60,50.0886,14.3836,"(50.0886, 14.3836)",6599000,Praha 6
1+1,58,50.0734,14.4843,"(50.0734, 14.4843)",5300000,Praha 10
2+kk,56,50.0542,14.4407,"(50.0543, 14.4408)",5050000,Praha 4
4+kk,139,50.092,14.4304,"(50.0921, 14.4304)",10990000,Praha 1
3+kk,89,50.0508,14.4583,"(50.0509, 14.4584)",5995000,Praha 4
2+1,60,50.0448,14.461,"(50.0448, 14.461)",4390000,Praha 4
2+1,60,50.0809,14.5038,"(50.0809, 14.5039)",4300000,Praha 10
1+kk,50,50.0999,14.4847,"(50.1, 14.4847)",4300000,Praha 9
2+kk,45,50.0431,14.5005,"(50.0432, 14.5006)",5037562,Praha 11
2+kk,71,50.0564,14.464,"(50.0564, 14.4641)",4980250,Praha 4
2+kk,57,50.0973,14.5451,"(50.0974, 14.5452)",7990000,Praha 14
3+1,115,50.091,14.4221,"(50.0911, 14.4221)",26900000,Praha 1
3+kk,106,50.0785,14.4269,"(50.0786, 14.427)",13700000,Praha 1
2+kk,84,50.1037,14.4894,"(50.1038, 14.4895)",9143752,Praha 9
1+1,36,50.062,14.4417,"(50.0621, 14.4418)",4485000,Praha 4
1+kk,33,50.1038,14.4885,"(50.1038, 14.4885)",3979708,Praha 9
2+1,87,50.0727,14.432,"(50.0727, 14.4321)",9900000,Praha 2
1+1,47,50.0708,14.4104,"(50.0708, 14.4104)",5582000,Praha 5
2+1,79,50.0708,14.4104,"(50.0708, 14.4104)",8928000,Praha 5
4+1,127,50.0708,14.4104,"(50.0708, 14.4104)",13972000,Praha 5
2+kk,53,50.0559,14.5154,"(50.0559, 14.5155)",4763070,Praha 15
3+kk,96,50.0651,14.4645,"(50.0652, 14.4645)",6990000,Praha 10
2+kk,57,50.0604,14.2801,"(50.0605, 14.2801)",5190000,Zlicin
3+1,96,50.0894,14.4635,"(50.0894, 14.4635)",8490000,Praha 3
3+1,90,50.1006,14.4483,"(50.1007, 14.4484)",8350000,Praha 7
1+1,40,50.0863,14.4523,"(50.0864, 14.4524)",4150000,Praha 3
2+kk,42,50.1153,14.4721,"(50.1153, 14.4722)",4200000,Praha 8
3+kk,88,50.0827,14.4551,"(50.0828, 14.4551)",8350000,Praha 3
2+kk,56,50.0933,14.4492,"(50.0933, 14.4492)",4990000,Praha 8
1+kk,44,50.0257,14.4537,"(50.0258, 14.4538)",3850000,Praha 4
4+kk,134,50.0842,14.4667,"(50.0843, 14.4668)",19000000,Praha 3
2+1,61,50.0521,14.5453,"(50.0521, 14.5453)",5490000,Praha 15
1+kk,32,50.0768,14.4072,"(50.0768, 14.4073)",6599000,Praha 5
3+1,77,50.0255,14.4355,"(50.0255, 14.4355)",5700000,Praha 4
2+1,60,50.0925,14.4418,"(50.0925, 14.4418)",5900000,Praha 8
1+kk,45,50.1324,14.3711,"(50.1324, 14.3712)",3560000,Suchdol
2+kk,70,50.1198,14.4626,"(50.1199, 14.4627)",5300000,Praha 8
1+kk,41,50.0562,14.4648,"(50.0562, 14.4648)",4096065,Praha 4
3+kk,98,50.0803,14.4867,"(50.0804, 14.4868)",11431665,Praha 10
2+kk,62,50.0757,14.3687,"(50.0758, 14.3687)",9662280,Praha 5
3+1,68,50.1289,14.4725,"(50.129, 14.4725)",5800000,Praha 8
4+kk,268,50.0716,14.436,"(50.0716, 14.4361)",27000000,Praha 2
3+kk,126,50.0698,14.4071,"(50.0698, 14.4072)",12590000,Praha 5
2+kk,57,50.0849,14.4847,"(50.0849, 14.4847)",6790000,Praha 3
1+1,29,50.1371,14.5082,"(50.1371, 14.5082)",3580000,Praha 18
2+1,54,50.0468,14.493,"(50.0469, 14.493)",4090000,Praha 4
2+kk,40,50.0518,14.436,"(50.0518, 14.4361)",4400000,Praha 4
3+1,103,50.0778,14.4378,"(50.0779, 14.4379)",16000000,Praha 2
atypicky,279,50.101,14.4092,"(50.101, 14.4092)",29990000,Praha 6
2+kk,66,50.0668,14.4588,"(50.0668, 14.4588)",6900000,Praha 10
1+kk,36,50.043,14.494,"(50.0431, 14.494)",3688500,Praha 11
1+kk,36,50.043,14.494,"(50.0431, 14.494)",3794200,Praha 11
3+kk,97,50.0503,14.4157,"(50.0503, 14.4157)",11490000,Praha 4
1+kk,28,50.0414,14.5677,"(50.0414, 14.5678)",3930000,Praha 15
2+kk,40,50.0799,14.4587,"(50.0799, 14.4587)",5490000,Praha 3
2+kk,41,50.0212,14.4431,"(50.0213, 14.4431)",3690000,Praha 12
2+kk,40,50.0957,14.3564,"(50.0957, 14.3565)",4550000,Praha 6
1+kk,45,50.0399,14.3362,"(50.04, 14.3363)",4090000,Praha 13
1+kk,37,50.0833,14.5758,"(50.0834, 14.5759)",3666240,Dolni Pocernice
4+kk,198,50.059,14.4259,"(50.059, 14.426)",24950000,Praha 4
2+kk,63,50.1055,14.4432,"(50.1056, 14.4433)",5450000,Praha 7
2+1,44,50.0557,14.481,"(50.0558, 14.481)",4100000,Praha 10
5+kk,149,49.9683,14.3857,"(49.9683, 14.3858)",11200000,Zbraslav
5+kk,278,50.02,14.5253,"(50.02, 14.5253)",16850000,Ujezd
1+kk,42,50.0786,14.4861,"(50.0786, 14.4862)",4690000,Praha 10
2+kk,45,50.0328,14.3755,"(50.0328, 14.3755)",4490000,Praha 5
3+kk,99,49.9635,14.3836,"(49.9635, 14.3837)",8190000,Zbraslav
3+kk,91,50.0727,14.432,"(50.0727, 14.4321)",10820000,Praha 2
3+1,71,50.0303,14.5327,"(50.0304, 14.5327)",5490000,Praha 11
4+1,139,50.1081,14.4519,"(50.1081, 14.4519)",10022500,Praha 7
2+kk,42,50.0381,14.3325,"(50.0381, 14.3325)",4300000,Praha 13
2+kk,68,50.088,14.4598,"(50.088, 14.4598)",7980000,Praha 3
3+kk,80,50.0669,14.4627,"(50.0669, 14.4627)",5700000,Praha 10
3+kk,65,50.0174,14.4352,"(50.0174, 14.4352)",6990000,Praha 12
2+kk,42,50.0806,14.4167,"(50.0806, 14.4168)",6790000,Praha 1
3+1,77,49.9848,14.3593,"(49.9849, 14.3594)",6215000,Praha 16
3+kk,97,50.1159,14.4791,"(50.116, 14.4791)",11600000,Praha 8
2+kk,54,50.0026,14.3536,"(50.0026, 14.3536)",4990000,Lochkov
6-a-vice,369,50.0385,14.428,"(50.0386, 14.428)",29850000,Praha 4
3+kk,55,50.0478,14.4371,"(50.0478, 14.4372)",5390000,Praha 4
4+1,82,50.0245,14.4554,"(50.0245, 14.4554)",8160000,Praha 4
3+1,78,50.1033,14.5677,"(50.1034, 14.5678)",5300000,Praha 14
2+kk,71,50.07,14.484,"(50.07, 14.484)",6490000,Praha 10
1+1,45,50.08,14.4152,"(50.08, 14.4152)",6700000,Praha 1
2+1,68,50.0667,14.4632,"(50.0668, 14.4632)",5299999,Praha 10
3+kk,91,50.1206,14.4107,"(50.1207, 14.4107)",10750000,Troja
3+1,70,50.0218,14.4398,"(50.0219, 14.4399)",9500000,Praha 12
2+kk,54,50.0049,14.4065,"(50.0049, 14.4065)",4990000,Praha 12
2+kk,44,50.1037,14.585,"(50.1038, 14.5851)",4290000,Praha 14
1+kk,28,50.0561,14.5041,"(50.0562, 14.5041)",2690000,Praha 10
1+kk,24,50.099,14.4937,"(50.099, 14.4937)",2870000,Praha 9
2+kk,41,50.0708,14.4448,"(50.0709, 14.4448)",6980000,Praha 2
3+kk,96,50.0886,14.4699,"(50.0886, 14.47)",12500000,Praha 3
1+kk,33,50.0429,14.4944,"(50.043, 14.4945)",3500000,Praha 11
1+kk,24,50.0719,14.3889,"(50.0719, 14.3889)",3090000,Praha 5
1+kk,28,50.0548,14.512,"(50.0548, 14.5121)",2700000,Praha 10
2+kk,62,50.0648,14.3597,"(50.0649, 14.3598)",7790000,Praha 5
2+kk,46,50.0552,14.3796,"(50.0553, 14.3797)",4260000,Praha 5
2+kk,43,50.079,14.4536,"(50.0791, 14.4537)",5790000,Praha 3
3+1,88,50.1008,14.4454,"(50.1009, 14.4455)",8350000,Praha 7
4+1,100,50.0907,14.4408,"(50.0907, 14.4408)",11000000,Praha 8
3+kk,60,50.1135,14.5534,"(50.1136, 14.5534)",4699000,Praha 14
3+kk,97,50.0808,14.4862,"(50.0809, 14.4863)",10832131,Praha 10
2+kk,60,50.0562,14.4648,"(50.0562, 14.4648)",5420195,Praha 4
1+kk,34,50.0757,14.3687,"(50.0758, 14.3687)",5726041,Praha 5
2+kk,48,50.0808,14.4862,"(50.0809, 14.4863)",6249593,Praha 10
1+kk,32,50.0808,14.4862,"(50.0809, 14.4863)",4343113,Praha 10
2+kk,40,50.0803,14.4867,"(50.0804, 14.4868)",4955393,Praha 10
4+kk,113,50.0757,14.3687,"(50.0758, 14.3687)",17700968,Praha 5
4+kk,113,50.0808,14.4862,"(50.0809, 14.4863)",16263376,Praha 10
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3825579,Praha 4
3+kk,85,50.0834,14.3128,"(50.0835, 14.3128)",8300735,Praha 6
2+kk,56,50.0726,14.5105,"(50.0726, 14.5106)",5899610,Praha 10
3+kk,77,50.0867,14.496,"(50.0867, 14.4961)",9055122,Praha 10
2+kk,41,50.0745,14.4293,"(50.0745, 14.4293)",6480000,Praha 2
1+kk,26,50.0824,14.4315,"(50.0824, 14.4315)",4990000,Praha 1
1+kk,40,50.0691,14.3695,"(50.0692, 14.3695)",5100000,Praha 5
3+1,80,50.0899,14.4198,"(50.09, 14.4198)",16900000,Praha 1
4+1,80,50.1568,14.5427,"(50.1568, 14.5427)",6300000,Cakovice
2+kk,55,50.0669,14.5528,"(50.0669, 14.5529)",5450000,Dolni Mecholupy
2+kk,46,50.0735,14.3938,"(50.0736, 14.3939)",5989000,Praha 5
3+1,75,50.068,14.3045,"(50.0681, 14.3046)",5830000,Praha 17
1+kk,24,50.068,14.4081,"(50.068, 14.4081)",3997000,Praha 5
2+kk,48,50.0208,14.403,"(50.0208, 14.4031)",5725000,Praha 4
2+kk,41,50.0146,14.4338,"(50.0147, 14.4339)",3450000,Praha 12
2+kk,90,50.09,14.3425,"(50.09, 14.3426)",10600000,Praha 6
5+kk,221,50.1042,14.4586,"(50.1042, 14.4587)",22700000,Praha 7
2+kk,72,50.0542,14.3539,"(50.0542, 14.354)",7800000,Praha 5
3+1,85,50.0313,14.3733,"(50.0314, 14.3734)",5170000,Praha 5
4+kk,76,50.1342,14.4051,"(50.1343, 14.4052)",6290000,Praha 8
4+kk,90,50.0754,14.4429,"(50.0755, 14.443)",10990000,Praha 2
3+kk,85,50.0727,14.4937,"(50.0727, 14.4938)",8650000,Praha 10
4+kk,113,50.0875,14.4051,"(50.0876, 14.4051)",26000000,Praha 1
3+1,80,50.0085,14.4214,"(50.0085, 14.4214)",5199000,Praha 12
1+1,24,50.0682,14.3647,"(50.0682, 14.3647)",2490000,Praha 5
3+kk,55,50.074,14.4856,"(50.074, 14.4856)",5650000,Praha 10
3+kk,75,50.0794,14.4175,"(50.0795, 14.4175)",4900000,Praha 1
1+kk,70,50.0393,14.3227,"(50.0393, 14.3227)",4750000,Reporyje
2+1,58,50.0664,14.4558,"(50.0664, 14.4558)",4980000,Praha 10
3+kk,64,50.0328,14.5168,"(50.0329, 14.5169)",6395240,Praha 11
1+kk,26,50.1053,14.4895,"(50.1054, 14.4895)",2910000,Praha 9
2+kk,50,50.0534,14.5457,"(50.0535, 14.5458)",5000000,Praha 15
3+kk,107,50.0855,14.4689,"(50.0856, 14.4689)",12500000,Praha 3
3+kk,75,50.0747,14.4439,"(50.0748, 14.4439)",8880000,Praha 2
2+kk,47,50.0597,14.2863,"(50.0597, 14.2863)",5490000,Zlicin
2+kk,63,50.1024,14.4768,"(50.1025, 14.4768)",5868300,Praha 8
2+kk,70,50.0882,14.3921,"(50.0883, 14.3922)",12850000,Praha 1
2+kk,51,50.094,14.4919,"(50.094, 14.492)",5250000,Praha 3
3+1,78,50.0464,14.3292,"(50.0464, 14.3293)",5690000,Praha 13
2+kk,44,50.0082,14.4268,"(50.0082, 14.4268)",4480000,Praha 12
2+kk,46,50.0635,14.4439,"(50.0636, 14.444)",4940100,Praha 4
2+kk,55,50.0801,14.4379,"(50.0801, 14.438)",8666000,Praha 2
2+kk,54,50.0801,14.4379,"(50.0801, 14.438)",8085000,Praha 2
2+kk,80,50.0842,14.4667,"(50.0843, 14.4668)",7500000,Praha 3
2+kk,62,50.0801,14.4379,"(50.0801, 14.438)",7911500,Praha 2
3+kk,70,50.1494,14.5236,"(50.1494, 14.5236)",2200000,Cakovice
1+kk,32,50.0729,14.4417,"(50.0729, 14.4418)",3990000,Praha 2
1+kk,31,50.073,14.4308,"(50.073, 14.4308)",4818540,Praha 2
2+kk,55,50.0861,14.3476,"(50.0862, 14.3476)",5890000,Praha 6
1+kk,43,49.996,14.4733,"(49.996, 14.4734)",3950000,Libus
1+1,43,50.0153,14.4455,"(50.0153, 14.4456)",3399000,Praha 12
1+kk,38,50.0834,14.4666,"(50.0834, 14.4666)",4290000,Praha 3
3+kk,53,50.0452,14.4895,"(50.0452, 14.4895)",4355000,Praha 4
3+kk,67,50.094,14.5426,"(50.0941, 14.5426)",5490000,Praha 14
