Type,Area,Latitude,Longitude,Coordinates,Price(CZK),Region
2+1,69,50.0707,14.4424,"(50.0707, 14.4424)",4950000,Praha 2
1+kk,30,50.0948,14.4639,"(50.0949, 14.4639)",3600000,Praha 8
3+kk,132,50.0772,14.4346,"(50.0772, 14.4346)",13990000,Praha 2
1+kk,32,50.0772,14.4346,"(50.0772, 14.4346)",5990000,Praha 2
3+1,66,50.0889,14.3834,"(50.0889, 14.3834)",5790000,Praha 6
3+kk,120,50.0726,14.4361,"(50.0726, 14.4361)",14500000,Praha 2
2+1,49,50.0707,14.4577,"(50.0707, 14.4578)",4980000,Praha 10
2+kk,66,50.018,14.584,"(50.0181, 14.5841)",5995000,Praha 22
2+kk,77,50.0778,14.4378,"(50.0779, 14.4379)",10200000,Praha 2
3+1,103,50.0863,14.4079,"(50.0863, 14.408)",24500000,Praha 1
3+1,81,50.0311,14.3681,"(50.0311, 14.3682)",4990000,Praha 5
3+kk,103,50.0778,14.4378,"(50.0779, 14.4379)",13200000,Praha 2
1+1,24,50.0609,14.4029,"(50.061, 14.4029)",3200000,Praha 5
2+kk,51,50.0899,14.4827,"(50.0899, 14.4827)",5396100,Praha 3
2+kk,51,50.0899,14.4826,"(50.0899, 14.4827)",5050200,Praha 3
4+kk,117,50.0899,14.4827,"(50.0899, 14.4827)",12496300,Praha 3
2+kk,48,50.0899,14.4826,"(50.0899, 14.4827)",4960500,Praha 3
3+kk,72,50.0899,14.4826,"(50.0899, 14.4827)",7540600,Praha 3
3+kk,68,50.0899,14.4827,"(50.0899, 14.4827)",7263300,Praha 3
2+kk,52,50.0899,14.4826,"(50.0899, 14.4827)",5517300,Praha 3
2+kk,58,50.0899,14.4827,"(50.0899, 14.4827)",6319500,Praha 3
2+kk,54,50.0899,14.4827,"(50.0899, 14.4827)",6187400,Praha 3
3+kk,71,50.0899,14.4827,"(50.0899, 14.4827)",7584900,Praha 3
2+kk,57,50.0778,14.4378,"(50.0779, 14.4379)",8200000,Praha 2
2+kk,44,50.1201,14.4767,"(50.1201, 14.4767)",4590000,Praha 8
1+kk,36,50.0611,14.4029,"(50.0611, 14.403)",4952850,Praha 5
3+kk,75,50.0611,14.4029,"(50.0611, 14.403)",10207170,Praha 5
2+kk,55,50.0874,14.3648,"(50.0874, 14.3649)",7572060,Praha 6
4+kk,113,50.0717,14.4072,"(50.0717, 14.4072)",16990000,Praha 5
4+1,146,50.0122,14.4834,"(50.0122, 14.4835)",13450400,Kunratice
2+kk,52,50.0749,14.4955,"(50.0749, 14.4956)",5300000,Praha 10
3+1,79,50.094,14.449,"(50.0941, 14.449)",7350000,Praha 8
2+kk,122,50.0886,14.4699,"(50.0886, 14.47)",7500000,Praha 3
2+1,54,50.0819,14.4944,"(50.0819, 14.4945)",4990000,Praha 10
3+kk,77,50.0335,14.5324,"(50.0335, 14.5325)",5890000,Praha 11
3+kk,58,50.0661,14.3677,"(50.0662, 14.3677)",6950000,Praha 5
4+1,155,50.0692,14.4449,"(50.0693, 14.445)",18500000,Praha 2
2+kk,51,50.0888,14.4668,"(50.0888, 14.4668)",5390000,Praha 3
3+kk,119,50.065,14.4099,"(50.065, 14.41)",10890000,Praha 5
3+1,69,50.0419,14.4424,"(50.042, 14.4425)",5390000,Praha 4
2+kk,53,50.013,14.4306,"(50.013, 14.4306)",4150000,Praha 12
3+1,83,50.0448,14.461,"(50.0448, 14.461)",5300000,Praha 4
3+kk,95,50.0287,14.3613,"(50.0287, 14.3613)",10396272,Praha 5
2+kk,50,50.0118,14.455,"(50.0118, 14.455)",5290000,Libus
2+kk,60,50.1066,14.5462,"(50.1066, 14.5462)",5090000,Praha 14
3+kk,73,50.0284,14.3626,"(50.0285, 14.3627)",2690000,Praha 5
1+kk,29,50.0284,14.3626,"(50.0285, 14.3627)",1290000,Praha 5
2+kk,55,50.0284,14.3626,"(50.0285, 14.3627)",1990000,Praha 5
2+kk,46,50.0384,14.3409,"(50.0384, 14.3409)",3885000,Praha 13
4+1,83,50.0019,14.4329,"(50.002, 14.433)",5990000,Praha 12
3+kk,111,50.0695,14.374,"(50.0695, 14.374)",5700000,Praha 5
2+kk,108,50.0805,14.4453,"(50.0805, 14.4453)",17990000,Praha 2
3+1,77,50.0881,14.4899,"(50.0881, 14.4899)",4800000,Praha 3
3+kk,70,50.0586,14.4209,"(50.0586, 14.421)",6990000,Praha 4
3+1,75,50.1002,14.4283,"(50.1003, 14.4283)",6732000,Praha 7
2+kk,58,50.0613,14.3655,"(50.0614, 14.3656)",7900000,Praha 5
3+kk,90,50.0062,14.4618,"(50.0063, 14.4619)",8500000,Libus
1+kk,29,50.029,14.3623,"(50.0291, 14.3624)",1290000,Praha 5
4+kk,116,50.0796,14.4225,"(50.0797, 14.4226)",17800000,Praha 1
2+kk,80,50.0775,14.4312,"(50.0776, 14.4312)",12490000,Praha 2
3+kk,76,50.0955,14.4506,"(50.0955, 14.4507)",9770000,Praha 8
3+kk,74,50.0527,14.3656,"(50.0527, 14.3656)",6250000,Praha 5
2+kk,42,50.0558,14.4826,"(50.0558, 14.4827)",3650000,Praha 10
5+kk,180,50.0698,14.4003,"(50.0698, 14.4003)",21390000,Praha 5
3+kk,94,50.0769,14.4191,"(50.077, 14.4192)",9390000,Praha 2
3+1,85,50.0847,14.5137,"(50.0847, 14.5137)",6290000,Praha 10
3+1,71,50.0617,14.4043,"(50.0617, 14.4044)",5590000,Praha 5
2+kk,48,50.1048,14.4783,"(50.1049, 14.4783)",4990000,Praha 8
2+kk,39,50.1071,14.3922,"(50.1071, 14.3922)",3990000,Praha 6
3+1,64,50.0261,14.5237,"(50.0262, 14.5238)",4900000,Praha 11
2+kk,47,50.0926,14.329,"(50.0926, 14.3291)",4900000,Praha 6
3+kk,67,50.0959,14.3676,"(50.0959, 14.3677)",7500000,Praha 6
3+kk,64,50.0251,14.5251,"(50.0251, 14.5251)",6390000,Praha 11
3+kk,100,50.1056,14.4562,"(50.1056, 14.4563)",11990000,Praha 7
3+kk,88,50.0927,14.4512,"(50.0927, 14.4513)",10950000,Praha 8
1+kk,34,50.142,14.4311,"(50.1421, 14.4311)",2990000,Praha 8
2+1,66,50.106,14.4766,"(50.1061, 14.4767)",5550000,Praha 8
2+1,70,50.0738,14.4421,"(50.0739, 14.4422)",8900000,Praha 2
3+1,94,50.0738,14.4421,"(50.0739, 14.4422)",11490000,Praha 2
1+kk,33,50.0824,14.3103,"(50.0824, 14.3103)",3600000,Praha 6
1+kk,25,50.0691,14.4375,"(50.0692, 14.4376)",3328000,Praha 2
2+kk,45,50.1095,14.5067,"(50.1095, 14.5067)",4350000,Praha 9
4+1,116,50.1099,14.4998,"(50.1099, 14.4998)",7950000,Praha 9
3+kk,56,50.0465,14.4884,"(50.0465, 14.4884)",4690000,Praha 4
2+kk,50,50.066,14.4341,"(50.0661, 14.4341)",5990000,Praha 2
3+kk,76,50.0688,14.551,"(50.0688, 14.551)",7120010,Sterboholy
3+kk,68,50.0986,14.4818,"(50.0986, 14.4818)",10999999,Praha 9
3+1,63,50.0374,14.3765,"(50.0374, 14.3765)",5950000,Praha 5
4+kk,125,50.0148,14.4008,"(50.0149, 14.4008)",11674317,Praha 12
3+1,96,50.084,14.371,"(50.0841, 14.371)",9530000,Praha 6
3+kk,79,50.0702,14.4485,"(50.0703, 14.4486)",11990000,Praha 10
1+kk,39,50.0148,14.4008,"(50.0149, 14.4008)",4091355,Praha 12
3+kk,79,50.0258,14.5311,"(50.0259, 14.5311)",7300000,Praha 11
2+1,55,50.0807,14.4566,"(50.0807, 14.4567)",5400000,Praha 3
3+1,94,50.0751,14.4427,"(50.0752, 14.4428)",12500000,Praha 2
3+kk,51,50.078,14.4152,"(50.078, 14.4152)",7990000,Praha 1
1+kk,28,50.0862,14.4443,"(50.0862, 14.4444)",4990000,Praha 3
3+kk,50,50.0838,14.4151,"(50.0838, 14.4151)",9490000,Praha 1
3+kk,46,50.0859,14.4176,"(50.086, 14.4176)",9990000,Praha 1
2+kk,70,49.9871,14.4076,"(49.9871, 14.4076)",5929429,Praha 12
2+kk,52,50.0325,14.3748,"(50.0326, 14.3748)",4990000,Praha 5
2+kk,47,50.055,14.4417,"(50.055, 14.4417)",4800000,Praha 4
1+kk,24,50.0224,14.4278,"(50.0224, 14.4279)",2720000,Praha 4
4+kk,121,50.0932,14.4539,"(50.0933, 14.454)",16000000,Praha 8
3+kk,105,50.0932,14.4539,"(50.0933, 14.454)",13750000,Praha 8
1+kk,22,50.0631,14.4467,"(50.0632, 14.4468)",3450000,Praha 4
3+1,128,50.0908,14.4415,"(50.0909, 14.4416)",13500000,Praha 8
4+1,122,50.05,14.3419,"(50.05, 14.3419)",11000000,Praha 13
4+kk,113,50.1097,14.4463,"(50.1098, 14.4463)",10749435,Praha 7
4+kk,103,50.029,14.3622,"(50.029, 14.3623)",8904688,Praha 5
3+kk,103,50.029,14.3622,"(50.029, 14.3623)",9708609,Praha 5
1+kk,30,50.0778,14.4228,"(50.0778, 14.4228)",3990000,Praha 1
1+kk,24,50.1084,14.3914,"(50.1085, 14.3914)",2980000,Praha 6
2+kk,65,50.0694,14.4025,"(50.0694, 14.4026)",7937000,Praha 5
2+kk,44,50.0694,14.4025,"(50.0694, 14.4026)",5650000,Praha 5
3+kk,100,50.0694,14.4025,"(50.0694, 14.4026)",11955000,Praha 5
2+kk,58,50.0694,14.4025,"(50.0694, 14.4026)",6958000,Praha 5
3+kk,99,50.0694,14.4025,"(50.0694, 14.4026)",11452000,Praha 5
2+kk,56,50.0694,14.4025,"(50.0694, 14.4026)",6990000,Praha 5
3+kk,93,50.092,14.4416,"(50.092, 14.4417)",8845200,Praha 8
3+kk,83,50.092,14.4416,"(50.092, 14.4417)",8601620,Praha 8
2+kk,70,50.08,14.4921,"(50.0801, 14.4921)",6990000,Praha 10
4+kk,143,50.0836,14.4302,"(50.0836, 14.4303)",17850000,Praha 1
3+1,82,50.0913,14.4317,"(50.0913, 14.4317)",12220000,Praha 1
2+kk,44,50.0768,14.4636,"(50.0768, 14.4637)",4990000,Praha 3
2+1,71,50.0937,14.4492,"(50.0937, 14.4492)",5990000,Praha 8
3+kk,85,50.0756,14.4285,"(50.0756, 14.4285)",8900000,Praha 2
5+kk,182,50.0307,14.3686,"(50.0307, 14.3687)",15850000,Praha 5
3+kk,67,50.0558,14.4302,"(50.0559, 14.4303)",6490000,Praha 4
2+1,57,50.0858,14.364,"(50.0858, 14.3641)",4890000,Praha 6
4+kk,110,50.1034,14.4545,"(50.1034, 14.4546)",12987261,Praha 7
1+kk,27,50.0924,14.4511,"(50.0925, 14.4511)",4658000,Praha 8
2+1,67,50.0839,14.4308,"(50.084, 14.4308)",9500000,Praha 1
2+kk,47,50.0905,14.4197,"(50.0906, 14.4198)",12000000,Praha 1
2+1,67,50.0674,14.4988,"(50.0674, 14.4988)",4990000,Praha 10
3+kk,106,50.092,14.4496,"(50.0921, 14.4496)",13800000,Praha 8
2+kk,51,50.147,14.4731,"(50.147, 14.4731)",5031451,Dablice
3+1,69,50.0473,14.4474,"(50.0473, 14.4474)",5680000,Praha 4
2+kk,57,50.091,14.4421,"(50.0911, 14.4422)",6340000,Praha 8
3+1,119,50.0159,14.4476,"(50.0159, 14.4477)",10990000,Praha 12
4+kk,134,50.0657,14.3958,"(50.0657, 14.3959)",12000000,Praha 5
3+kk,63,50.0247,14.5223,"(50.0248, 14.5224)",5175000,Praha 11
3+kk,55,50.1059,14.4782,"(50.1059, 14.4782)",5650000,Praha 8
1+kk,39,50.1102,14.4753,"(50.1103, 14.4754)",3750000,Praha 8
4+kk,103,50.1275,14.4547,"(50.1275, 14.4548)",9450000,Praha 8
3+kk,81,50.0901,14.4243,"(50.0901, 14.4243)",13600000,Praha 1
1+kk,42,50.0565,14.4014,"(50.0565, 14.4014)",5337141,Praha 5
2+kk,47,50.1355,14.514,"(50.1355, 14.5141)",4900000,Praha 18
2+kk,59,50.0617,14.3613,"(50.0617, 14.3614)",8083140,Praha 5
2+1,50,50.0992,14.4688,"(50.0993, 14.4689)",4699999,Praha 8
4+kk,90,50.0713,14.6854,"(50.0714, 14.6855)",5450000,Praha 21
2+kk,45,50.0477,14.559,"(50.0478, 14.5591)",3200000,Praha 15
3+kk,80,50.0955,14.4506,"(50.0955, 14.4507)",10315000,Praha 8
3+kk,65,50.0366,14.337,"(50.0366, 14.337)",3200000,Praha 13
1+kk,24,50.0822,14.4937,"(50.0823, 14.4937)",2890000,Praha 10
2+kk,56,50.0641,14.4433,"(50.0642, 14.4433)",4199000,Praha 4
5+kk,135,49.9905,14.4691,"(49.9906, 14.4692)",9500000,Libus
6-a-vice,296,50.0723,14.4068,"(50.0723, 14.4069)",25200000,Praha 5
4+kk,95,50.0878,14.4783,"(50.0879, 14.4783)",9300000,Praha 3
4+kk,95,50.0878,14.4783,"(50.0879, 14.4783)",8844000,Praha 3
3+kk,97,50.085,14.4692,"(50.085, 14.4693)",11490000,Praha 3
4+1,178,50.0913,14.4452,"(50.0914, 14.4452)",12950000,Praha 8
5+kk,136,50.0924,14.3592,"(50.0924, 14.3592)",16990000,Praha 6
3+kk,101,50.0831,14.4669,"(50.0832, 14.4669)",12280000,Praha 3
1+kk,28,50.0691,14.4375,"(50.0692, 14.4376)",4296000,Praha 2
2+kk,37,50.0691,14.4375,"(50.0692, 14.4376)",4806000,Praha 2
2+kk,50,50.0728,14.4714,"(50.0729, 14.4714)",5209000,Praha 10
2+kk,58,50.0728,14.4714,"(50.0729, 14.4714)",6220800,Praha 10
2+kk,36,50.0728,14.4714,"(50.0729, 14.4714)",5311000,Praha 10
2+kk,43,50.0728,14.4714,"(50.0729, 14.4714)",3919800,Praha 10
2+kk,78,50.0728,14.4714,"(50.0729, 14.4714)",8520000,Praha 10
3+kk,85,50.1336,14.5494,"(50.1337, 14.5495)",6990000,Praha 19
3+1,100,50.0742,14.444,"(50.0742, 14.4441)",11450000,Praha 2
2+kk,69,50.0441,14.4601,"(50.0441, 14.4601)",6840000,Praha 4
2+kk,64,50.1323,14.3784,"(50.1323, 14.3784)",9990000,Suchdol
2+kk,45,50.1071,14.3922,"(50.1071, 14.3922)",5690000,Praha 6
3+kk,89,50.1317,14.5109,"(50.1318, 14.5109)",7950000,Praha 18
3+kk,191,50.0668,14.3965,"(50.0668, 14.3966)",19900000,Praha 5
3+kk,58,50.0873,14.471,"(50.0873, 14.471)",6190000,Praha 3
3+1,113,50.0927,14.43,"(50.0928, 14.4301)",13500000,Praha 1
4+kk,84,50.0538,14.3412,"(50.0539, 14.3412)",6384000,Praha 13
3+1,71,50.0683,14.5109,"(50.0683, 14.511)",5800000,Praha 10
4+kk,154,49.9784,14.3455,"(49.9785, 14.3455)",15650000,Praha 16
4+kk,116,50.1488,14.5801,"(50.1489, 14.5802)",7490000,Vinor
5+1,100,50.1429,14.5773,"(50.143, 14.5774)",7500000,Vinor
2+kk,57,50.0188,14.5221,"(50.0188, 14.5221)",5490000,Ujezd
4+kk,134,50.0112,14.3511,"(50.0113, 14.3512)",9650000,Slivenec
4+1,93,50.1,14.3987,"(50.1, 14.3988)",11400000,Praha 6
5+1,170,50.0776,14.4276,"(50.0776, 14.4276)",16000000,Praha 1
3+kk,81,50.0485,14.341,"(50.0485, 14.341)",6998800,Praha 13
2+kk,47,50.0567,14.4901,"(50.0568, 14.4902)",4490000,Praha 10
2+kk,54,50.0282,14.4273,"(50.0282, 14.4274)",4490000,Praha 4
4+kk,103,50.044,14.3371,"(50.044, 14.3372)",9990000,Praha 13
3+kk,66,50.0251,14.5251,"(50.0251, 14.5251)",4850000,Praha 11
2+kk,74,50.1063,14.4947,"(50.1063, 14.4948)",8249000,Praha 9
2+kk,69,50.0565,14.5177,"(50.0565, 14.5178)",6400000,Praha 15
4+kk,93,50.101,14.5286,"(50.101, 14.5286)",12990000,Praha 9
4+kk,93,50.0861,14.3685,"(50.0862, 14.3685)",8350000,Praha 6
3+1,72,50.0033,14.4609,"(50.0034, 14.4609)",6345000,Libus
3+kk,82,49.9688,14.386,"(49.9688, 14.386)",6990000,Zbraslav
2+kk,42,50.0996,14.4715,"(50.0997, 14.4715)",4495000,Praha 8
2+1,63,50.0418,14.4322,"(50.0418, 14.4323)",5900000,Praha 4
2+kk,32,50.0854,14.3713,"(50.0855, 14.3714)",3150000,Praha 6
4+1,299,50.0981,14.4706,"(50.0981, 14.4707)",35000000,Praha 8
1+1,55,50.1007,14.426,"(50.1008, 14.4261)",5990000,Praha 7
1+1,30,50.037,14.505,"(50.037, 14.5051)",3490000,Praha 11
3+kk,85,50.0841,14.3759,"(50.0841, 14.376)",11900000,Praha 6
3+1,70,50.0317,14.535,"(50.0317, 14.5351)",5349000,Praha 11
3+1,68,50.1085,14.3846,"(50.1085, 14.3847)",6500000,Praha 6
3+1,72,50.0153,14.4438,"(50.0154, 14.4438)",5490000,Praha 12
3+kk,100,50.0922,14.4341,"(50.0923, 14.4342)",10950000,Praha 1
2+1,54,50.0844,14.3418,"(50.0844, 14.3418)",5650000,Praha 6
2+1,75,50.0931,14.4592,"(50.0931, 14.4593)",8400000,Praha 8
4+kk,87,50.0304,14.594,"(50.0305, 14.5941)",7890000,Praha 22
3+kk,60,50.0668,14.37,"(50.0668, 14.37)",6950000,Praha 5
2+kk,59,50.0638,14.3828,"(50.0639, 14.3829)",5900000,Praha 5
3+kk,84,50.033,14.6109,"(50.033, 14.611)",7290000,Praha 22
2+kk,42,50.0333,14.5287,"(50.0334, 14.5288)",4100000,Praha 11
2+kk,66,50.0702,14.3803,"(50.0702, 14.3803)",5690000,Praha 5
4+kk,107,50.1397,14.4471,"(50.1398, 14.4472)",9700000,Dolni Chabry
2+kk,63,50.0668,14.4962,"(50.0668, 14.4963)",6500000,Praha 10
3+kk,61,50.1243,14.4878,"(50.1244, 14.4879)",5599000,Praha 9
2+kk,150,50.1155,14.5634,"(50.1155, 14.5634)",5500000,Praha 14
2+1,49,50.0751,14.4868,"(50.0752, 14.4868)",4950000,Praha 10
3+kk,138,50.1155,14.494,"(50.1155, 14.494)",6990000,Praha 9
3+1,74,50.0933,14.3538,"(50.0934, 14.3538)",6990000,Praha 6
2+kk,48,50.084,14.4535,"(50.0841, 14.4536)",6420000,Praha 3
2+kk,46,50.0457,14.5607,"(50.0457, 14.5608)",4240000,Praha 15
1+kk,27,50.078,14.4227,"(50.078, 14.4228)",6900000,Praha 1
3+kk,58,50.1309,14.4272,"(50.131, 14.4272)",4890000,Praha 8
5+1,135,50.0888,14.3747,"(50.0888, 14.3748)",12000000,Praha 6
3+kk,64,50.0338,14.5195,"(50.0339, 14.5195)",5850000,Praha 11
2+kk,47,50.0405,14.4299,"(50.0405, 14.4299)",4699000,Praha 4
1+kk,39,50.1085,14.5273,"(50.1086, 14.5274)",3790000,Praha 9
2+kk,56,50.0541,14.4408,"(50.0541, 14.4408)",5050000,Praha 4
3+kk,97,50.0845,14.4854,"(50.0845, 14.4855)",9650000,Praha 3
1+kk,24,50.0803,14.4354,"(50.0803, 14.4355)",4114000,Praha 2
3+kk,65,50.0112,14.4509,"(50.0112, 14.4509)",5900000,Praha 12
2+kk,57,50.0639,14.4095,"(50.0639, 14.4096)",6990000,Praha 5
2+kk,75,50.0748,14.3936,"(50.0748, 14.3936)",9750000,Praha 5
1+kk,53,50.0659,14.4334,"(50.0659, 14.4335)",5200000,Praha 2
3+kk,72,50.0514,14.3175,"(50.0514, 14.3176)",8400000,Praha 13
3+kk,88,50.0865,14.3628,"(50.0865, 14.3629)",8500000,Praha 6
3+1,88,50.1006,14.4489,"(50.1007, 14.449)",8350000,Praha 7
1+kk,16,50.0607,14.3812,"(50.0607, 14.3813)",2400000,Praha 5
3+kk,90,50.1057,14.4915,"(50.1058, 14.4915)",9986310,Praha 9
2+kk,49,50.0229,14.4965,"(50.023, 14.4965)",4000000,Praha 11
2+kk,55,50.106,14.5332,"(50.106, 14.5332)",5555494,Praha 14
1+kk,37,50.0434,14.4915,"(50.0435, 14.4915)",3947724,Praha 4
1+kk,25,50.1267,14.4205,"(50.1267, 14.4206)",2699000,Praha 8
3+1,73,50.0674,14.2997,"(50.0675, 14.2997)",5900000,Praha 17
2+kk,51,50.0643,14.2873,"(50.0644, 14.2874)",4850000,Zlicin
3+1,111,50.0785,14.4149,"(50.0785, 14.4149)",14890000,Praha 1
3+kk,69,50.0662,14.3103,"(50.0662, 14.3103)",7195000,Praha 17
1+1,40,50.0695,14.4755,"(50.0696, 14.4756)",3950000,Praha 10
2+kk,69,50.1024,14.4768,"(50.1025, 14.4768)",6407700,Praha 8
6-a-vice,227,50.0939,14.3801,"(50.0939, 14.3801)",26990000,Praha 6
1+kk,28,50.0787,14.4541,"(50.0787, 14.4542)",3200000,Praha 3
3+kk,87,50.0211,14.4659,"(50.0212, 14.4659)",8350000,Kunratice
3+1,72,50.0388,14.5164,"(50.0388, 14.5164)",5700000,Praha 11
2+kk,148,49.9995,14.4094,"(49.9995, 14.4094)",6900000,Praha 12
2+1,57,50.0655,14.433,"(50.0656, 14.433)",5750000,Praha 2
3+1,85,50.0744,14.4458,"(50.0744, 14.4458)",8899000,Praha 2
3+1,101,50.0742,14.4407,"(50.0742, 14.4407)",15990000,Praha 2
4+1,110,50.0706,14.4077,"(50.0706, 14.4078)",10980000,Praha 5
4+kk,104,50.0428,14.3096,"(50.0428, 14.3096)",13229070,Reporyje
3+kk,88,50.1079,14.3948,"(50.108, 14.3948)",10990000,Praha 6
3+kk,100,50.0551,14.4482,"(50.0551, 14.4482)",13500000,Praha 4
5+kk,182,50.0165,14.5833,"(50.0165, 14.5833)",13450000,Praha 22
4+kk,136,50.0428,14.3096,"(50.0428, 14.3096)",17742137,Reporyje
3+kk,75,50.0428,14.3096,"(50.0428, 14.3096)",9016976,Reporyje
4+kk,102,50.0428,14.3096,"(50.0428, 14.3096)",11914255,Reporyje
2+kk,41,50.0428,14.3096,"(50.0428, 14.3096)",5725143,Reporyje
1+kk,43,50.0831,14.4663,"(50.0831, 14.4663)",4150000,Praha 3
3+kk,130,50.0686,14.4577,"(50.0686, 14.4578)",18550000,Praha 10
3+1,113,50.0972,14.3991,"(50.0973, 14.3992)",14800000,Praha 6
3+kk,124,50.0912,14.4285,"(50.0912, 14.4286)",14900000,Praha 1
3+kk,74,50.0708,14.3161,"(50.0709, 14.3161)",9990000,Praha 17
4+kk,110,50.0708,14.3161,"(50.0709, 14.3161)",15190000,Praha 17
2+kk,51,50.0708,14.3161,"(50.0709, 14.3161)",5995000,Praha 17
4+kk,82,50.0207,14.4545,"(50.0207, 14.4546)",7280000,Praha 4
3+kk,112,50.0714,14.4199,"(50.0714, 14.42)",16000000,Praha 2
4+1,86,49.9752,14.3946,"(49.9753, 14.3947)",4900000,Zbraslav
4+kk,120,50.1128,14.5137,"(50.1129, 14.5137)",14990000,Praha 9
2+kk,42,50.0262,14.5104,"(50.0263, 14.5105)",4790000,Praha 11
1+kk,36,50.0708,14.3161,"(50.0709, 14.3161)",5248000,Praha 17
2+kk,50,50.0394,14.3221,"(50.0394, 14.3221)",6220000,Reporyje
2+kk,49,50.0955,14.4512,"(50.0956, 14.4512)",6950000,Praha 8
2+kk,55,50.0956,14.4515,"(50.0957, 14.4515)",5900000,Praha 8
2+kk,62,50.0945,14.4472,"(50.0945, 14.4472)",9150000,Praha 8
3+1,104,50.0957,14.449,"(50.0957, 14.4491)",15500000,Praha 8
3+kk,96,50.0962,14.4511,"(50.0963, 14.4511)",13750000,Praha 8
4+kk,204,50.0685,14.4507,"(50.0685, 14.4507)",19100000,Praha 10
3+kk,115,50.0211,14.4646,"(50.0212, 14.4647)",9990000,Kunratice
3+kk,60,50.0139,14.4345,"(50.0139, 14.4346)",5450000,Praha 12
4+1,98,50.1027,14.4349,"(50.1028, 14.435)",10500000,Praha 7
1+kk,38,50.0426,14.5504,"(50.0427, 14.5504)",3790000,Praha 15
4+kk,98,50.0512,14.3479,"(50.0513, 14.348)",11890000,Praha 13
2+kk,48,50.0907,14.4763,"(50.0907, 14.4764)",4800000,Praha 3
1+kk,29,50.1303,14.4328,"(50.1304, 14.4329)",2799990,Praha 8
1+kk,36,49.9957,14.4707,"(49.9957, 14.4707)",3690000,Libus
2+kk,49,50.147,14.4731,"(50.147, 14.4731)",4808781,Dablice
4+kk,113,50.0487,14.5598,"(50.0487, 14.5598)",9990000,Praha 15
3+1,103,50.0971,14.3975,"(50.0972, 14.3975)",11000000,Praha 6
1+kk,58,50.0844,14.4155,"(50.0844, 14.4155)",8625000,Praha 1
2+1,54,50.0467,14.4459,"(50.0467, 14.446)",4450000,Praha 4
5+1,195,50.0697,14.3696,"(50.0697, 14.3696)",17990000,Praha 5
5+1,136,50.0283,14.4066,"(50.0284, 14.4066)",14490000,Praha 4
1+kk,37,50.0306,14.5945,"(50.0306, 14.5946)",3900000,Praha 22
5+1,148,50.0743,14.4255,"(50.0744, 14.4255)",14000000,Praha 2
4+1,107,50.0701,14.4578,"(50.0701, 14.4578)",11990000,Praha 10
3+kk,79,49.9641,14.3833,"(49.9642, 14.3834)",7280000,Zbraslav
4+1,104,50.0713,14.4157,"(50.0713, 14.4158)",13232500,Praha 2
4+kk,74,50.0309,14.5389,"(50.031, 14.5389)",5800000,Praha 11
3+kk,83,50.0942,14.3673,"(50.0942, 14.3673)",11932044,Praha 6
2+kk,50,50.0862,14.3742,"(50.0863, 14.3742)",4490000,Praha 6
1+kk,30,50.0642,14.451,"(50.0643, 14.4511)",4690000,Praha 10
1+kk,23,50.1004,14.3469,"(50.1005, 14.347)",2999000,Praha 6
2+kk,60,50.0929,14.45,"(50.0929, 14.45)",6590000,Praha 8
2+kk,71,50.0135,14.3998,"(50.0136, 14.3998)",6800000,Praha 12
atypicky,94,50.0747,14.4185,"(50.0747, 14.4186)",9390000,Praha 2
3+1,65,50.0248,14.5226,"(50.0249, 14.5227)",4450000,Praha 11
2+kk,44,50.0884,14.4223,"(50.0884, 14.4224)",8950000,Praha 1
5+kk,195,50.1352,14.5356,"(50.1353, 14.5356)",14990000,Praha 19
3+1,115,50.0706,14.4077,"(50.0706, 14.4078)",10390000,Praha 5
2+kk,92,50.051,14.3444,"(50.051, 14.3444)",6349000,Praha 13
4+1,105,50.1042,14.5669,"(50.1043, 14.567)",2400000,Praha 14
3+1,85,50.1027,14.5696,"(50.1028, 14.5697)",2300000,Praha 14
1+1,42,50.0387,14.5071,"(50.0387, 14.5071)",4190000,Praha 11
3+1,102,50.0989,14.424,"(50.0989, 14.4241)",12075000,Praha 7
2+kk,72,50.0135,14.3998,"(50.0136, 14.3998)",5799000,Praha 12
2+kk,54,50.0359,14.4126,"(50.036, 14.4127)",4490000,Praha 4
2+kk,82,50.0645,14.4518,"(50.0646, 14.4518)",6750000,Praha 10
3+kk,107,50.0772,14.4628,"(50.0773, 14.4628)",12200000,Praha 3
3+1,82,50.1026,14.5697,"(50.1027, 14.5698)",2498000,Praha 14
2+kk,123,50.0106,14.6337,"(50.0107, 14.6337)",5600000,Kolovraty
2+kk,48,50.1082,14.5553,"(50.1082, 14.5554)",4769300,Praha 14
3+1,120,50.0939,14.3712,"(50.094, 14.3713)",12700000,Praha 6
3+1,67,50.1254,14.4996,"(50.1254, 14.4996)",5690000,Praha 9
2+kk,48,50.1082,14.5553,"(50.1082, 14.5554)",4690500,Praha 14
1+kk,24,50.0585,14.3771,"(50.0586, 14.3772)",2947000,Praha 5
atypicky,197,50.0839,14.3779,"(50.084, 14.378)",7800000,Praha 6
2+kk,57,50.0973,14.5451,"(50.0974, 14.5452)",7990000,Praha 14
3+kk,72,50.0972,14.5454,"(50.0973, 14.5454)",10990000,Praha 14
3+1,114,50.0777,14.4599,"(50.0777, 14.4599)",10499000,Praha 3
