Title,Type,Area,Latitude,Longitude,Coordinates,Price(CZK)
"Byt 3+kk 89 m² k prodeji Chlebovická, Praha 9 - Letňany; 7 950 000 Kč, lodžie, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,89,50.1317,14.5109,"(50.1318, 14.5109)",7950000
"Byt 3+kk 191 m² k prodeji U Nikolajky, Praha 5 - Smíchov; 19 900 000 Kč, terasa, parkovací místo, garáž, výtah, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,191,50.0668,14.3965,"(50.0668, 14.3966)",19900000
"Byt 3+kk 58 m² k prodeji Malešická, Praha 3 - Žižkov; 6 190 000 Kč (Včetně právního servisu, úschovy kupní ceny a provize RK), výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+kk,58,50.0873,14.4710,"(50.0873, 14.471)",6190000
"Byt 3+1 113 m² k prodeji Lannova, Praha 1 - Nové Město; 13 500 000 Kč (včetně provize RK), balkón, terasa, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,113,50.0927,14.4300,"(50.0928, 14.4301)",13500000
"Byt 4+kk 84 m² k prodeji Běhounkova, Praha 5 - Stodůlky; 6 384 000 Kč (cena včetně provize RK a realitního a právního servisu), lodžie, výtah, bezbariérový, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,84,50.0538,14.3412,"(50.0539, 14.3412)",6384000
"Byt 3+1 71 m² k prodeji Rubensova, Praha 10 - Strašnice; 5 800 000 Kč, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,71,50.0683,14.5109,"(50.0683, 14.511)",5800000
"Byt 4+kk 154 m² k prodeji Zderazská, Praha 5 - Radotín; 15 650 000 Kč, terasa, garáž, cihlová stavba, osobní vlastnictví, v dobrém stavu.",4+kk,154,49.9784,14.3455,"(49.9785, 14.3455)",15650000
"Byt 4+kk 116 m² k prodeji Labětínská, Praha 9 - Vinoř; 7 490 000 Kč (Včetně provize RK.), garáž, cihlová stavba, osobní vlastnictví, v dobrém stavu.",4+kk,116,50.1488,14.5801,"(50.1489, 14.5802)",7490000
"Byt 5+1 100 m² k prodeji Uherská, Praha 9 - Vinoř; 7 500 000 Kč (Včetně provize RK.), panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",5+1,100,50.1429,14.5773,"(50.143, 14.5774)",7500000
"Byt 2+kk 57 m² k prodeji U louky, Praha 4 - Újezd u Průhonic; 5 490 000 Kč (Včetně provize, právního servisu a advokátní úschovy.), lodžie, parkovací místo, garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,57,50.0188,14.5221,"(50.0188, 14.5221)",5490000
"Byt 4+kk 134 m² k prodeji Na čisté, Praha 5 - Slivenec; 9 650 000 Kč, parkovací místo, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,134,50.0112,14.3511,"(50.0113, 14.3512)",9650000
"Byt 4+1 93 m² k prodeji Národní obrany, Praha 6 - Bubeneč; 11 400 000 Kč, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+1,93,50.1000,14.3987,"(50.1, 14.3988)",11400000
"Byt 5+1 170 m² k prodeji Krakovská, Praha 1 - Nové Město; 16 000 000 Kč, parkovací místo, výtah, kamenná stavba, osobní vlastnictví, ve velmi dobrém stavu.",5+1,170,50.0776,14.4276,"(50.0776, 14.4276)",16000000
"Byt 3+kk 81 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 6 998 800 Kč (včetně DPH, včetně provize, včetně právního servisu), balkón, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",3+kk,81,50.0485,14.3410,"(50.0485, 14.341)",6998800
"Byt 2+kk 47 m² k prodeji Ve slatinách, Praha 10 - Záběhlice; 4 490 000 Kč (+provize RK), parkovací místo, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,47,50.0567,14.4901,"(50.0568, 14.4902)",4490000
"Byt 2+kk 54 m² k prodeji Vrbova, Praha 4 - Braník; 4 490 000 Kč, lodžie, výtah, bezbariérový, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+kk,54,50.0282,14.4273,"(50.0282, 14.4274)",4490000
"Byt 4+kk 103 m² k prodeji Jeremiášova, Praha 5 - Stodůlky; 9 990 000 Kč, lodžie, parkovací místo, garáž, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,103,50.0440,14.3371,"(50.044, 14.3372)",9990000
"Byt 3+kk 66 m² k prodeji Jažlovická, Praha 4 - Chodov; 4 850 000 Kč (Cena včetně provize RK a včetně právního servisu a advokátní úschovy), lodžie, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+kk,66,50.0251,14.5251,"(50.0251, 14.5251)",4850000
"Byt 2+kk 74 m² k prodeji Ocelářská, Praha 9 - Vysočany; 8 249 000 Kč, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,74,50.1063,14.4947,"(50.1063, 14.4948)",8249000
"Byt 2+kk 69 m² k prodeji Pod průsekem, Praha 10 - Hostivař; 6 400 000 Kč (+popl. 2400, vč.kompletního právního a realitního servisu), balkón, terasa, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,69,50.0565,14.5177,"(50.0565, 14.5178)",6400000
"Byt 4+kk 93 m² k prodeji Nademlejnská, Praha 9 - Hloubětín; 12 990 000 Kč, balkón, parkovací místo, garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,93,50.1010,14.5286,"(50.101, 14.5286)",12990000
"Byt 4+kk 93 m² k prodeji Patočkova, Praha 6 - Střešovice; 8 350 000 Kč, balkón, cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",4+kk,93,50.0861,14.3685,"(50.0862, 14.3685)",8350000
"Byt 3+1 72 m² k prodeji Výletní, Praha 4 - Písnice; 6 345 000 Kč, lodžie, parkovací místo, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+1,72,50.0033,14.4609,"(50.0034, 14.4609)",6345000
"Byt 3+kk 82 m² k prodeji Pirnerova, Praha 5 - Zbraslav; 6 990 000 Kč, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,82,49.9688,14.3860,"(49.9688, 14.386)",6990000
"Byt 2+kk 42 m² k prodeji Na kopečku, Praha 8 - Libeň; 4 495 000 Kč (nízké měsíční poplatky), výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,42,50.0996,14.4715,"(50.0997, 14.4715)",4495000
"Byt 2+1 63 m² k prodeji Kubištova, Praha 4 - Podolí; 5 900 000 Kč, smíšená stavba, osobní vlastnictví, v dobrém stavu.",2+1,63,50.0418,14.4322,"(50.0418, 14.4323)",5900000
"Byt 2+kk 32 m² k prodeji Mládeže, Praha 6 - Břevnov; 3 150 000 Kč (včetně právního servisu a provize RK), cihlová stavba, státní, obecní vlastnictví, ve velmi dobrém stavu.",2+kk,32,50.0854,14.3713,"(50.0855, 14.3714)",3150000
"Byt 4+1 299 m² k prodeji U Sluncové, Praha 8 - Karlín; 35 000 000 Kč (Poplatky k bytu = 13 789 Kč (pojištění, správa, úklid, odpady, tel., teplo, vodné, stočné, teplá voda)), terasa, garáž, výtah, smíšená stavba, osobní vlastnictví, novostavby.",4+1,299,50.0981,14.4706,"(50.0981, 14.4707)",35000000
"Byt 1+1 55 m² k prodeji Veletržní, Praha 7 - Holešovice; 5 990 000 Kč, balkón, cihlová stavba, družstevní vlastnictví, v dobrém stavu.",1+1,55,50.1007,14.4260,"(50.1008, 14.4261)",5990000
"Byt 1+1 30 m² k prodeji Brodského, Praha 4 - Chodov; 3 490 000 Kč (včetně odměny RK a právních služeb), výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+1,30,50.0370,14.5050,"(50.037, 14.5051)",3490000
"Byt 3+kk 85 m² k prodeji Praha 6 - Břevnov; 11 900 000 Kč, terasa, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,85,50.0841,14.3759,"(50.0841, 14.376)",11900000
"Byt 3+1 70 m² k prodeji Janouchova, Praha 4 - Háje; 5 349 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,70,50.0317,14.5350,"(50.0317, 14.5351)",5349000
"Byt 3+1 68 m² k prodeji Zengrova, Praha 6 - Dejvice; 6 500 000 Kč (včetně provize), výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,68,50.1085,14.3846,"(50.1085, 14.3847)",6500000
"Byt 3+1 72 m² k prodeji Cílkova, Praha 4 - Kamýk; 5 490 000 Kč (včetně provize RK a právních služeb), lodžie, výtah, panelová stavba, osobní vlastnictví, před rekonstrucí.",3+1,72,50.0153,14.4438,"(50.0154, 14.4438)",5490000
"Byt 3+kk 100 m² k prodeji Klimentská, Praha 1 - Nové Město; 10 950 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,100,50.0922,14.4341,"(50.0923, 14.4342)",10950000
"Byt 2+1 54 m² k prodeji Zeyerova alej, Praha 6 - Břevnov; 5 650 000 Kč, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,54,50.0844,14.3418,"(50.0844, 14.3418)",5650000
"Byt 2+1 75 m² k prodeji Kubova, Praha 8 - Karlín; 8 400 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,75,50.0931,14.4592,"(50.0931, 14.4593)",8400000
"Byt 4+kk 87 m² k prodeji Karla Guta, Praha 10 - Uhříněves; 7 890 000 Kč, lodžie, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,87,50.0304,14.5940,"(50.0305, 14.5941)",7890000
"Byt 3+kk 60 m² k prodeji K zastávce, Praha 5 - Košíře; 6 950 000 Kč, výtah, bezbariérový, panelová stavba, družstevní vlastnictví, po rekonstrukci.",3+kk,60,50.0668,14.3700,"(50.0668, 14.37)",6950000
"Byt 2+kk 59 m² k prodeji Česká, Praha 5 - Košíře; 5 900 000 Kč, balkón, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,59,50.0638,14.3828,"(50.0639, 14.3829)",5900000
"Byt 3+kk 84 m² k prodeji Václava Trojana, Praha 10 - Uhříněves; 7 290 000 Kč, terasa, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,84,50.0330,14.6109,"(50.033, 14.611)",7290000
"Byt 2+kk 42 m² k prodeji Anny Drabíkové, Praha 4 - Háje; 4 100 000 Kč, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,42,50.0333,14.5287,"(50.0334, 14.5288)",4100000
"Byt 2+kk 66 m² k prodeji Prachnerova, Praha 5 - Košíře; 5 690 000 Kč, terasa, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,66,50.0702,14.3803,"(50.0702, 14.3803)",5690000
"Byt 4+kk 107 m² k prodeji K Beranovu, Praha 8 - Dolní Chabry; 9 700 000 Kč, terasa, garáž, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,107,50.1397,14.4471,"(50.1398, 14.4472)",9700000
"Byt 2+kk 63 m² k prodeji Průběžná, Praha 10 - Strašnice; 6 500 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,63,50.0668,14.4962,"(50.0668, 14.4963)",6500000
"Byt 3+kk 61 m² k prodeji Rumburská, Praha 9 - Střížkov; 5 599 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,61,50.1243,14.4878,"(50.1244, 14.4879)",5599000
"Byt 2+kk 150 m² k prodeji Farkašova, Praha 9 - Kyje; 5 500 000 Kč, terasa, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,150,50.1155,14.5634,"(50.1155, 14.5634)",5500000
"Byt 2+1 49 m² k prodeji Krátká, Praha 10 - Strašnice; 4 950 000 Kč, parkovací místo, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,49,50.0751,14.4868,"(50.0752, 14.4868)",4950000
"Byt 3+kk 138 m² k prodeji Nad Kelerkou, Praha 9 - Prosek; 6 990 000 Kč, parkovací místo, bezbariérový, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,138,50.1155,14.4940,"(50.1155, 14.494)",6990000
"Byt 3+1 74 m² k prodeji Praha 6 - Veleslavín; 6 990 000 Kč, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,74,50.0933,14.3538,"(50.0934, 14.3538)",6990000
"Byt 2+kk 48 m² k prodeji Lipanská, Praha 3 - Žižkov; 6 420 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,48,50.0840,14.4535,"(50.0841, 14.4536)",6420000
"Byt 2+kk 46 m² k prodeji Ravennská, Praha 10 - Horní Měcholupy; 4 240 000 Kč, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,46,50.0457,14.5607,"(50.0457, 14.5608)",4240000
"Byt 1+kk 27 m² k prodeji Příčná, Praha 1 - Nové Město; 6 900 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,27,50.0780,14.4227,"(50.078, 14.4228)",6900000
"Byt 3+kk 58 m² k prodeji Lodžská, Praha 8 - Bohnice; 4 890 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+kk,58,50.1309,14.4272,"(50.131, 14.4272)",4890000
"Byt 5+1 135 m² k prodeji Na Petynce, Praha 6 - Břevnov; 12 000 000 Kč, terasa, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",5+1,135,50.0888,14.3747,"(50.0888, 14.3748)",12000000
"Byt 3+kk 64 m² k prodeji Hněvkovského, Praha 4 - Chodov; 5 850 000 Kč, lodžie, výtah, panelová stavba, družstevní vlastnictví, po rekonstrukci.",3+kk,64,50.0338,14.5195,"(50.0339, 14.5195)",5850000
"Byt 2+kk 47 m² k prodeji Roškotova, Praha 4 - Braník; 4 699 000 Kč, výtah, bezbariérový, panelová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,47,50.0405,14.4299,"(50.0405, 14.4299)",4699000
"Byt 1+kk 39 m² k prodeji Granitova, Praha 9 - Hloubětín; 3 790 000 Kč, balkón, výtah, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,39,50.1085,14.5273,"(50.1086, 14.5274)",3790000
"Byt 2+kk 56 m² k prodeji U družstev, Praha 4 - Nusle; 5 050 000 Kč, parkovací místo, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,56,50.0541,14.4408,"(50.0541, 14.4408)",5050000
"Byt 3+kk 97 m² k prodeji Zvěřinova, Praha 3 - Strašnice; 9 650 000 Kč, terasa, parkovací místo, výtah, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,97,50.0845,14.4854,"(50.0845, 14.4855)",9650000
"Byt 1+kk 24 m² k prodeji Španělská, Praha 2 - Vinohrady; 4 114 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,24,50.0803,14.4354,"(50.0803, 14.4355)",4114000
"Byt 3+kk 65 m² k prodeji Smotlachova, Praha 4 - Kamýk; 5 900 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,65,50.0112,14.4509,"(50.0112, 14.4509)",5900000
"Byt 2+kk 57 m² k prodeji Kotevní, Praha 5 - Smíchov; 6 990 000 Kč, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,57,50.0639,14.4095,"(50.0639, 14.4096)",6990000
"Byt 2+kk 75 m² k prodeji Švédská, Praha 5 - Smíchov; 9 750 000 Kč, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,75,50.0748,14.3936,"(50.0748, 14.3936)",9750000
"Byt 1+kk 53 m² k prodeji Na Folimance, Praha 2 - Vinohrady; 5 200 000 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,53,50.0659,14.4334,"(50.0659, 14.4335)",5200000
"Byt 3+kk 72 m² k prodeji Chalabalova, Praha 5 - Stodůlky; 8 400 000 Kč, lodžie, parkovací místo, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,72,50.0514,14.3175,"(50.0514, 14.3176)",8400000
"Byt 3+kk 88 m² k prodeji Sartoriova, Praha 6 - Břevnov; 8 500 000 Kč, lodžie, výtah, panelová stavba, družstevní vlastnictví, po rekonstrukci.",3+kk,88,50.0865,14.3628,"(50.0865, 14.3629)",8500000
"Byt 3+1 88 m² k prodeji Jateční, Praha 7 - Holešovice; 8 350 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,88,50.1006,14.4489,"(50.1007, 14.449)",8350000
"Byt 1+kk 16 m² k prodeji Peroutkova, Praha 5 - Jinonice; 2 400 000 Kč, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,16,50.0607,14.3812,"(50.0607, 14.3813)",2400000
"Byt 3+kk 90 m² k prodeji Kovářská, Praha 9 - Libeň; 9 986 310 Kč (Prodej přímo od developera, neplatíte provizi.), terasa, výtah, smíšená stavba, osobní vlastnictví, v developerské projekty.",3+kk,90,50.1057,14.4915,"(50.1058, 14.4915)",9986310
"Byt 2+kk 49 m² k prodeji Nechvílova, Praha 4 - Chodov; 4 000 000 Kč, parkovací místo, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,49,50.0229,14.4965,"(50.023, 14.4965)",4000000
"Byt 2+kk 55 m² k prodeji Konzumní, Praha 9 - Hloubětín; 5 555 494 Kč (Prodej přímo od developera, neplatíte provizi.), balkón, výtah, skeletová stavba, osobní vlastnictví, novostavby.",2+kk,55,50.1060,14.5332,"(50.106, 14.5332)",5555494
"Byt 1+kk 37 m² k prodeji Choceradská, Praha 4 - Záběhlice; 3 947 724 Kč (Prodej přímo od developera, neplatíte provizi.), balkón, parkovací místo, garáž, výtah, skeletová stavba, osobní vlastnictví, ve výstavbě.",1+kk,37,50.0434,14.4915,"(50.0435, 14.4915)",3947724
"Byt 1+kk 25 m² k prodeji Hnězdenská, Praha 8 - Troja; 2 699 000 Kč (včetně provize RK a právního servisu, cena k jednání), parkovací místo, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, v dobrém stavu.",1+kk,25,50.1267,14.4205,"(50.1267, 14.4206)",2699000
"Byt 3+1 73 m² k prodeji Španielova, Praha 6 - Řepy; 5 900 000 Kč (+ Provize RK), lodžie, výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+1,73,50.0674,14.2997,"(50.0675, 14.2997)",5900000
"Byt 2+kk 51 m² k prodeji Hevlínská, Praha 5 - Zličín; 4 850 000 Kč, balkón, parkovací místo, garáž, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,51,50.0643,14.2873,"(50.0644, 14.2874)",4850000
"Byt 3+1 111 m² k prodeji Vojtěšská, Praha 1 - Nové Město; 14 890 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+1,111,50.0785,14.4149,"(50.0785, 14.4149)",14890000
"Byt 3+kk 69 m² k prodeji Zrzavého, Praha 6 - Řepy; 7 195 000 Kč, balkón, parkovací místo, výtah, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,69,50.0662,14.3103,"(50.0662, 14.3103)",7195000
"Byt 1+1 40 m² k prodeji Karpatská, Praha 10 - Vršovice; 3 950 000 Kč, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+1,40,50.0695,14.4755,"(50.0696, 14.4756)",3950000
"Byt 2+kk 69 m² k prodeji Sokolovská, Praha 8 - Libeň; 6 407 700 Kč (+ provize RK), výtah, smíšená stavba, družstevní vlastnictví, po rekonstrukci.",2+kk,69,50.1024,14.4768,"(50.1025, 14.4768)",6407700
"Byt 6 pokojů a více 227 m² k prodeji Západní, Praha 6 - Střešovice; 26 990 000 Kč (včetně provize RK), terasa, parkovací místo, cihlová stavba, osobní vlastnictví, po rekonstrukci.",6-a-vice,227,50.0939,14.3801,"(50.0939, 14.3801)",26990000
"Byt 1+kk 28 m² k prodeji Lucemburská, Praha 3 - Vinohrady; 3 200 000 Kč, balkón, výtah, cihlová stavba, družstevní vlastnictví, v developerské projekty.",1+kk,28,50.0787,14.4541,"(50.0787, 14.4542)",3200000
"Byt 3+kk 87 m² k prodeji V Zeleném údolí, Praha 4 - Kunratice; 8 350 000 Kč, lodžie, parkovací místo, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,87,50.0211,14.4659,"(50.0212, 14.4659)",8350000
"Byt 3+1 72 m² k prodeji Hekrova, Praha 4 - Háje; 5 700 000 Kč, lodžie, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+1,72,50.0388,14.5164,"(50.0388, 14.5164)",5700000
"Byt 2+kk 148 m² k prodeji K Vystrkovu, Praha 4 - Modřany; 6 900 000 Kč, terasa, parkovací místo, garáž, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,148,49.9995,14.4094,"(49.9995, 14.4094)",6900000
"Byt 2+1 57 m² k prodeji Sekaninova, Praha 2 - Nusle; 5 750 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,57,50.0655,14.4330,"(50.0656, 14.433)",5750000
"Byt 3+1 85 m² k prodeji Chodská, Praha 2 - Vinohrady; 8 899 000 Kč (, 4000), cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,85,50.0744,14.4458,"(50.0744, 14.4458)",8899000
"Byt 3+1 101 m² k prodeji Sázavská, Praha 2 - Vinohrady; 15 990 000 Kč (, poplatky cca 6000 Kč/měs.), cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+1,101,50.0742,14.4407,"(50.0742, 14.4407)",15990000
"Byt 4+1 110 m² k prodeji Jindřicha Plachty, Praha 5 - Smíchov; 10 980 000 Kč, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+1,110,50.0706,14.4077,"(50.0706, 14.4078)",10980000
"Byt 4+kk 104 m² k prodeji U Řepory, Praha 5 - Stodůlky; 13 229 070 Kč, balkón, parkovací místo, výtah, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,104,50.0428,14.3096,"(50.0428, 14.3096)",13229070
