Title,Type,Area,Latitude,Longitude,Coordinates,Price(CZK)
"Byt 2+kk 47 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 4 857 156 Kč (konečná cena vč. právního servisu, KN, včetně DPH, včetně provize), balkón, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,47,50.0485,14.3410,"(50.0485, 14.341)",4857156
"Byt 2+kk 57 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 5 325 243 Kč (konečná cena vč. právního servisu, KN, včetně DPH, včetně provize, včetně právního servisu), balkón, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,57,50.0485,14.3410,"(50.0485, 14.341)",5325243
"Byt 2+kk 60 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 5 396 196 Kč (konečná cena vč. právního servisu, KN, včetně DPH, včetně provize, včetně právního servisu), balkón, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,60,50.0485,14.3410,"(50.0485, 14.341)",5396196
"Byt 2+kk 48 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 4 777 215 Kč (konečná cena vč. právního servisu, KN, včetně DPH, včetně provize, včetně právního servisu), balkón, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,48,50.0485,14.3410,"(50.0485, 14.341)",4777215
"Byt 2+kk 69 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 4 994 248 Kč (konečná cena vč. právního servisu, KN, včetně DPH, včetně provize, včetně právního servisu), parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,69,50.0485,14.3410,"(50.0485, 14.341)",4994248
"Byt 3+kk 76 m² k prodeji Praha 4 - Újezd u Průhonic; 7 490 000 Kč, lodžie, garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,76,50.0141,14.5454,"(50.0141, 14.5455)",7490000
"Byt 3+kk 66 m² k prodeji Kestřanská, Praha 4 - Cholupice; 6 185 000 Kč, parkovací místo, garáž, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,66,49.9882,14.4464,"(49.9882, 14.4464)",6185000
"Byt 2+kk 43 m² k prodeji Vrchlického, Praha 5 - Košíře; 4 200 000 Kč (+ provize RK, včetně právního servisu, cena k jednání), cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,43,50.0697,14.3757,"(50.0697, 14.3757)",4200000
"Byt 2+kk 41 m² k prodeji Zárybská, Praha 9 - Prosek; 3 500 000 Kč, výtah, panelová stavba, družstevní vlastnictví, v dobrém stavu.",2+kk,41,50.1225,14.5049,"(50.1226, 14.505)",3500000
"Byt 3+kk 89 m² k prodeji Pitterova, Praha 3 - Žižkov; 11 500 000 Kč, terasa, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,89,50.0845,14.4671,"(50.0846, 14.4672)",11500000
"Byt 3+kk 152 m² k prodeji Nad Kundratkou, Praha 9 - Prosek; 23 000 000 Kč, terasa, garáž, výtah, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,152,50.1178,14.4833,"(50.1178, 14.4833)",23000000
"Byt 2+kk 44 m² k prodeji Týnská ulička, Praha 1 - Staré Město; 8 950 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,44,50.0886,14.4221,"(50.0886, 14.4221)",8950000
"Byt 4+kk 155 m² k prodeji Zborovská, Praha 5 - Malá Strana; 26 900 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",4+kk,155,50.0810,14.4067,"(50.0811, 14.4068)",26900000
"Byt 3+1 114 m² k prodeji Italská, Praha 2 - Vinohrady; 15 600 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+1,114,50.0765,14.4354,"(50.0766, 14.4354)",15600000
"Byt 3+1 115 m² k prodeji Dienzenhoferovy sady, Praha 5 - Smíchov; 12 900 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,115,50.0755,14.4081,"(50.0756, 14.4082)",12900000
"Byt 3+kk 81 m² k prodeji Korunní, Praha 10 - Vinohrady; 10 490 000 Kč, balkón, parkovací místo, výtah, skeletová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,81,50.0752,14.4576,"(50.0753, 14.4576)",10490000
"Byt 2+kk 55 m² k prodeji Slovinská, Praha 10 - Vršovice; 6 495 000 Kč, balkón, lodžie, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,55,50.0714,14.4593,"(50.0714, 14.4594)",6495000
"Byt 2+1 56 m² k prodeji Sasanková, Praha - Záběhlice; 4 980 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+1,56,50.0547,14.5081,"(50.0547, 14.5081)",4980000
"Byt 2+1 56 m² k prodeji Jihlavská, Praha 4 - Michle; 4 490 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,56,50.0437,14.4593,"(50.0437, 14.4593)",4490000
"Byt 3+1 76 m² k prodeji Vitošská, Praha 4 - Modřany; 5 190 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,76,50.0071,14.4304,"(50.0071, 14.4304)",5190000
"Byt 1+kk 36 m² k prodeji Lešenská, Praha 8 - Troja; 3 395 000 Kč (přímý majitel bez provize), balkón, lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,36,50.1277,14.4233,"(50.1277, 14.4233)",3395000
"Byt 4+kk 211 m² k prodeji Masarykovo nábřeží, Praha - Nové Město; 37 030 007 Kč (kupující nehradí provizi), terasa, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",4+kk,211,50.0795,14.4139,"(50.0795, 14.414)",37030007
"Byt 2+kk 58 m² k prodeji Milevská, Praha - Praha 4; 17 545 000 Kč (kupující nehradí provizi), terasa, garáž, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,58,50.0485,14.4373,"(50.0486, 14.4374)",17545000
"Byt 4+kk 256 m² k prodeji Praha 1 - Staré Město; 45 000 000 Kč (kupující nehradí provizi, na byt se nevztahuje daň 4% z převodu nemovitosti), balkón, terasa, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, po rekonstrukci.",4+kk,256,50.0845,14.4177,"(50.0846, 14.4178)",45000000
"Byt 1+kk 49 m² k prodeji Praha 4 - Krč; 10 980 000 Kč, terasa, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",1+kk,49,50.0409,14.4482,"(50.041, 14.4482)",10980000
"Byt 3+kk 112 m² k prodeji Masarykovo nábřeží, Praha - Nové Město; 23 622 000 Kč (kupující nehradí provizi), výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,112,50.0795,14.4139,"(50.0795, 14.414)",23622000
"Byt 2+kk 80 m² k prodeji Praha 1; 12 200 000 Kč (kupující nehradí provizi), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,80,50.0878,14.4241,"(50.0878, 14.4241)",12200000
"Byt 1+kk 43 m² k prodeji Milevská, Praha - Praha 4; 9 980 000 Kč (kupující nehradí provizi), terasa, garáž, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",1+kk,43,50.0485,14.4373,"(50.0486, 14.4374)",9980000
"Byt 3+kk 83 m² k prodeji Pod Formankou, Praha 4 - Újezd u Průhonic; 6 950 000 Kč, terasa, parkovací místo, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,83,50.0157,14.5328,"(50.0158, 14.5329)",6950000
"Byt 2+kk 55 m² k prodeji Kovářská, Praha 9 - Libeň; 6 115 556 Kč (Prodej přímo od developera, neplatíte provizi.), lodžie, výtah, skeletová stavba, osobní vlastnictví, v developerské projekty.",2+kk,55,50.1057,14.4915,"(50.1058, 14.4915)",6115556
"Byt 2+kk 48 m² k prodeji Kovářská, Praha 9 - Libeň; 5 510 800 Kč (Prodej přímo od developera, neplatíte provizi.), výtah, skeletová stavba, osobní vlastnictví, v developerské projekty.",2+kk,48,50.1057,14.4915,"(50.1058, 14.4915)",5510800
"Byt 2+kk 47 m² k prodeji Českomalínská, Praha 6 - Bubeneč; 4 490 000 Kč, smíšená stavba, osobní vlastnictví, po rekonstrukci.",2+kk,47,50.1038,14.4032,"(50.1039, 14.4033)",4490000
"Byt 1+kk 23 m² k prodeji Poděbradská, Praha 9 - Hloubětín; 2 802 000 Kč, výtah, bezbariérový, montovaná stavba, osobní vlastnictví, novostavby.",1+kk,23,50.1038,14.5219,"(50.1039, 14.522)",2802000
"Byt 3+1 68 m² k prodeji Plamínkové, Praha 4 - Nusle; 6 200 000 Kč, výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+1,68,50.0521,14.4365,"(50.0521, 14.4365)",6200000
"Byt 4+kk 132 m² k prodeji Mladých Běchovic, Praha 9 - Běchovice; 10 900 000 Kč ( V případě více zájemců může RK využít pro výběr kupujícího formu aukce.), balkón, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,132,50.0893,14.6206,"(50.0894, 14.6207)",10900000
"Byt 3+1 83 m² k prodeji Sokolovská, Praha 9 - Libeň; 7 000 000 Kč, balkón, výtah, cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+1,83,50.1058,14.4866,"(50.1059, 14.4867)",7000000
"Byt 3+kk 74 m² k prodeji Krouzova, Praha 4 - Modřany; 5 295 000 Kč (vč. provize RK), panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,74,50.0107,14.4193,"(50.0107, 14.4194)",5295000
"Byt 2+kk 56 m² k prodeji Českomalínská, Praha 6 - Bubeneč; 5 190 000 Kč, smíšená stavba, osobní vlastnictví, po rekonstrukci.",2+kk,56,50.1038,14.4032,"(50.1039, 14.4033)",5190000
"Byt 3+kk 101 m² k prodeji Hlučkova, Praha 9 - Letňany; 7 863 000 Kč, balkón, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,101,50.1422,14.5223,"(50.1423, 14.5224)",7863000
"Byt 4+kk 76 m² k prodeji Majerského, Praha 4 - Chodov; 5 600 000 Kč (Cena je konečná. Vyjednána úroková sazba HÚ 1,79 % a odhad zdarma.), lodžie, výtah, bezbariérový, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,76,50.0392,14.5088,"(50.0392, 14.5088)",5600000
"Byt 1+kk 24 m² k prodeji Tyršova, Praha 2 - Nové Město; 3 700 000 Kč, výtah, bezbariérový, nízkoenergetický, kamenná stavba, osobní vlastnictví, novostavby.",1+kk,24,50.0730,14.4308,"(50.073, 14.4308)",3700000
"Byt 3+1 74 m² k prodeji Plamínkové, Praha 4 - Nusle; 5 980 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+1,74,50.0535,14.4327,"(50.0535, 14.4327)",5980000
"Byt 1+kk 30 m² k prodeji Na spojce, Praha 10 - Vršovice; 3 790 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,30,50.0680,14.4567,"(50.0681, 14.4568)",3790000
"Byt 2+1 73 m² k prodeji Strážní, Praha 3 - Žižkov; 6 555 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,73,50.0916,14.4816,"(50.0916, 14.4817)",6555000
"Byt 3+kk 103 m² k prodeji Zvěřinova, Praha 3 - Strašnice; 12 364 950 Kč (včetně poplatků, včetně provize, včetně právního servisu), terasa, garáž, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, ve výstavbě.",3+kk,103,50.0849,14.4847,"(50.0849, 14.4847)",12364950
"Byt 3+kk 83 m² k prodeji Odborů, Praha 2 - Nové Město; 9 480 000 Kč (Právní a hypoteční servis.), výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+kk,83,50.0776,14.4186,"(50.0776, 14.4186)",9480000
"Byt 3+1 79 m² k prodeji U Santošky, Praha 5 - Smíchov; 5 900 000 Kč, balkón, cihlová stavba, družstevní vlastnictví, v dobrém stavu.",3+1,79,50.0661,14.3990,"(50.0661, 14.399)",5900000
"Byt 3+1 84 m² k prodeji Pod Klaudiánkou, Praha - Podolí; 10 500 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,84,50.0535,14.4224,"(50.0536, 14.4225)",10500000
"Byt 3+kk 87 m² k prodeji K nové škole, Praha 5 - Zbraslav; 5 990 000 Kč, lodžie, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,87,49.9654,14.3864,"(49.9655, 14.3865)",5990000
"Byt 2+kk 52 m² k prodeji U Elektry, Praha 9 - Vysočany; 4 750 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,52,50.1029,14.5196,"(50.103, 14.5197)",4750000
"Byt 3+1 73 m² k prodeji Hostinského, Praha 5 - Stodůlky; 5 300 000 Kč (LZE HYPOTEKA ), balkón, lodžie, výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+1,73,50.0461,14.3144,"(50.0461, 14.3145)",5300000
"Byt 3+1 84 m² k prodeji Klimentská, Praha 1 - Nové Město; 15 950 000 Kč (celková cena včetně provize a právních služeb), výtah, bezbariérový, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,84,50.0918,14.4293,"(50.0919, 14.4293)",15950000
"Byt 3+1 80 m² k prodeji Vašátkova, Praha 9 - Černý Most; 2 300 000 Kč, balkón, lodžie, výtah, panelová stavba, družstevní vlastnictví, v dobrém stavu.",3+1,80,50.1024,14.5692,"(50.1024, 14.5692)",2300000
"Byt 3+kk 140 m² k prodeji Na Mrázovce, Praha 5 - Velká Chuchle; 12 400 000 Kč (Cena včetně realitního, právního a finančního servisu), terasa, parkovací místo, garáž, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,140,50.0123,14.3858,"(50.0123, 14.3859)",12400000
"Byt 1+kk 38 m² k prodeji Telčská, Praha 4 - Michle; 3 990 000 Kč, výtah, cihlová stavba, osobní vlastnictví, novostavby.",1+kk,38,50.0491,14.4568,"(50.0492, 14.4568)",3990000
"Byt 3+kk 123 m² k prodeji Sklenská, Praha 9 - Kyje; 7 890 000 Kč, terasa, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,123,50.1025,14.5562,"(50.1026, 14.5562)",7890000
"Byt 2+kk 46 m² k prodeji Praha 5 - Zbraslav; 4 310 000 Kč (Cena včetně provize a kompletního právního servisu), panelová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,46,49.9752,14.3932,"(49.9753, 14.3933)",4310000
"Byt 3+1 81 m² k prodeji Imrychova, Praha 4 - Kamýk; 7 490 000 Kč (Včetně provize a právních služeb.), výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+1,81,50.0123,14.4322,"(50.0124, 14.4323)",7490000
"Byt 1+kk 33 m² k prodeji Houdova, Praha 5 - Košíře; 2 650 000 Kč (v případě více zájemců rozhoduje o výběru majitel), skeletová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,33,50.0642,14.3817,"(50.0642, 14.3817)",2650000
"Byt 1+kk 34 m² k prodeji Granitova, Praha 9 - Hloubětín; 4 690 000 Kč, balkón, garáž, výtah, nízkoenergetický, cihlová stavba, osobní vlastnictví, novostavby.",1+kk,34,50.1088,14.5267,"(50.1088, 14.5267)",4690000
"Byt 3+kk 74 m² k prodeji Petrská, Praha 1 - Nové Město; 9 700 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,74,50.0917,14.4349,"(50.0918, 14.4349)",9700000
"Byt 1+kk 25 m² k prodeji Myslivečkova, Praha 6 - Břevnov; 2 999 000 Kč (včetně provize a všech nákladů spjatých s převodem), cihlová stavba, osobní vlastnictví, před rekonstrucí.",1+kk,25,50.0897,14.3545,"(50.0898, 14.3545)",2999000
"Byt 3+kk 87 m² k prodeji Zvěřinova, Praha 3 - Strašnice; 10 636 178 Kč (včetně DPH, včetně provize, včetně právního servisu), terasa, parkovací místo, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, ve výstavbě.",3+kk,87,50.0848,14.4839,"(50.0848, 14.484)",10636178
"Byt 2+1 62 m² k prodeji Sečská, Praha 10 - Strašnice; 7 900 000 Kč, výtah, bezbariérový, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,62,50.0712,14.5040,"(50.0712, 14.504)",7900000
"Byt 1+1 31 m² k prodeji Vnější, Praha 4 - Michle; 3 250 000 Kč, cihlová stavba, osobní vlastnictví, v dobrém stavu.",1+1,31,50.0512,14.4605,"(50.0512, 14.4606)",3250000
"Byt 3+kk 69 m² k prodeji Kovařovicova, Praha 4 - Krč; 6 800 000 Kč (cena vč. realitních a právních služeb), lodžie, parkovací místo, výtah, bezbariérový, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,69,50.0422,14.4378,"(50.0423, 14.4379)",6800000
"Byt 4+1 61 m² k prodeji Hurbanova, Praha 4 - Krč; 4 170 000 Kč, lodžie, výtah, panelová stavba, družstevní vlastnictví, před rekonstrucí.",4+1,61,50.0245,14.4554,"(50.0245, 14.4554)",4170000
"Byt 3+1 105 m² k prodeji Seydlerova, Praha 5 - Stodůlky; 6 800 000 Kč (Prodej bez provize přímo od majitele), lodžie, výtah, bezbariérový, nízkoenergetický, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,105,50.0500,14.3479,"(50.05, 14.3479)",6800000
"Byt 3+kk 100 m² k prodeji U staré sokolovny, Praha 10 - Vršovice; 9 490 000 Kč, terasa, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,100,50.0717,14.4481,"(50.0718, 14.4481)",9490000
"Byt 2+kk 55 m² k prodeji Hugo Haase, Praha - Hlubočepy; 6 258 887 Kč (Celková cena s garážovým stáním a sklepem.), balkón, parkovací místo, výtah, cihlová stavba, družstevní vlastnictví, v developerské projekty.",2+kk,55,50.0290,14.3623,"(50.0291, 14.3624)",6258887
"Byt 4+kk 100 m² k prodeji Kubatova, Praha - Hostivař; 9 500 000 Kč, balkón, lodžie, parkovací místo, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,100,50.0479,14.5220,"(50.0479, 14.5221)",9500000
"Byt 3+1 67 m² k prodeji Dubnova, Praha 4 - Háje; 4 150 000 Kč (Konecna ena je uvedena vcetne provize rk), výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+1,67,50.0377,14.5158,"(50.0378, 14.5158)",4150000
"Byt 4+kk 105 m² k prodeji Masarykovo nábřeží, Praha - Nové Město; 19 990 000 Kč, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, po rekonstrukci.",4+kk,105,50.0795,14.4139,"(50.0795, 14.414)",19990000
"Byt 1+kk 46 m² k prodeji Hnězdenská, Praha 8 - Troja; 4 990 000 Kč, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,46,50.1267,14.4205,"(50.1267, 14.4206)",4990000
"Byt 3+kk 74 m² k prodeji Schwarzové, Praha 6 - Řepy; 10 375 000 Kč (Po slevě, nezahrnuje cenu garážového stání a sklepu), balkón, parkovací místo, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,74,50.0704,14.3167,"(50.0705, 14.3167)",10375000
"Byt 3+kk 71 m² k prodeji Kubatova, Praha - Hostivař; 7 590 000 Kč, balkón, parkovací místo, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,71,50.0479,14.5220,"(50.0479, 14.5221)",7590000
"Byt 1+kk 30 m² k prodeji Dělnická, Praha 7 - Holešovice; 4 473 474 Kč, výtah, nízkoenergetický, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,30,50.1034,14.4545,"(50.1034, 14.4546)",4473474
"Byt 3+kk 73 m² k prodeji Sedlčanská, Praha 4 - Michle; 6 490 000 Kč, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,73,50.0442,14.4556,"(50.0442, 14.4557)",6490000
"Byt 3+kk 50 m² k prodeji Ke Kateřinkám, Praha - Chodov; 4 840 000 Kč (Cena bytu po kompletní rekonstrukci), lodžie, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,50,50.0230,14.5159,"(50.0231, 14.516)",4840000
"Byt 3+kk 65 m² k prodeji Bachova, Praha - Chodov; 5 600 000 Kč (Cena bytu po kompletní rekonstrukci), lodžie, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,65,50.0310,14.5129,"(50.0311, 14.513)",5600000
"Byt 4+kk 125 m² k prodeji Veletržní, Praha - Praha 7; 14 091 000 Kč (Cena bytu po kompletní rekonstrukci), lodžie, garáž, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",4+kk,125,50.1016,14.4304,"(50.1016, 14.4305)",14091000
"Byt 2+kk 57 m² k prodeji Kabešova, Praha 9 - Vysočany; 5 420 000 Kč, lodžie, parkovací místo, garáž, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,57,50.1032,14.5081,"(50.1032, 14.5081)",5420000
"Byt 4+1 87 m² k prodeji Jánošíkova, Praha 4 - Krč; 7 500 000 Kč (cena bez provize RK včetně právního servisu, měsíční poplatky za byt 5000,-Kč), lodžie, parkovací místo, panelová stavba, osobní vlastnictví, v dobrém stavu.",4+1,87,50.0235,14.4577,"(50.0236, 14.4578)",7500000
"Byt 3+1 77 m² k prodeji Na Okruhu, Praha - Písnice; 5 990 000 Kč, lodžie, výtah, bezbariérový, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+1,77,50.0007,14.4625,"(50.0007, 14.4625)",5990000
"Byt 1+1 45 m² k prodeji Za žižkovskou vozovnou, Praha 3 - Žižkov; 5 150 000 Kč, balkón, výtah, bezbariérový, panelová stavba, osobní vlastnictví, po rekonstrukci.",1+1,45,50.0917,14.4783,"(50.0917, 14.4784)",5150000
"Byt 3+kk 96 m² k prodeji Mezibranská, Praha 1 - Nové Město; 10 999 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,96,50.0776,14.4291,"(50.0777, 14.4291)",10999000
"Byt 2+kk 63 m² k prodeji Sokolovská, Praha 8 - Libeň; 5 868 300 Kč, výtah, cihlová stavba, družstevní vlastnictví, po rekonstrukci.",2+kk,63,50.1025,14.4767,"(50.1025, 14.4768)",5868300
"Byt 2+1 56 m² k prodeji Evropská, Praha - Praha 6; 7 200 000 Kč (včetně provize, cena k jednání), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,56,50.0931,14.3314,"(50.0931, 14.3314)",7200000
"Byt 4+kk 150 m² k prodeji Pecháčkova, Praha 5 - Smíchov; 23 000 000 Kč, balkón, terasa, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,150,50.0732,14.4092,"(50.0732, 14.4092)",23000000
"Byt 3+kk 77 m² k prodeji Plzeňská, Praha; 7 350 000 Kč, terasa, parkovací místo, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,77,50.0698,14.3666,"(50.0698, 14.3667)",7350000
"Byt 2+kk 56 m² k prodeji Ocelářská, Praha 9 - Libeň; 7 900 000 Kč, terasa, skeletová stavba, osobní vlastnictví, novostavby.",2+kk,56,50.1049,14.4883,"(50.1049, 14.4883)",7900000
"Byt 3+kk 94 m² k prodeji Mikovcova, Praha 2 - Vinohrady; 10 990 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,94,50.0765,14.4311,"(50.0765, 14.4311)",10990000
"Byt 4+kk 121 m² k prodeji Archangelská, Praha 10 - Vršovice; 13 950 000 Kč, balkón, parkovací místo, garáž, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,121,50.0688,14.4651,"(50.0688, 14.4651)",13950000
"Byt 2+kk 45 m² k prodeji Libická, Praha 3 - Vinohrady; 5 270 000 Kč (+ provize RK, včetně právního servisu), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,45,50.0765,14.4574,"(50.0765, 14.4575)",5270000
"Byt 3+1 62 m² k prodeji Něvská, Praha 9 - Čakovice; 4 500 000 Kč, balkón, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,62,50.1490,14.5259,"(50.1491, 14.526)",4500000
"Byt 1+1 33 m² k prodeji Na úlehli, Praha 4 - Michle; 3 500 000 Kč (Včetně veškerých právních služeb), lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+1,33,50.0471,14.4630,"(50.0471, 14.4631)",3500000
"Byt 2+kk 53 m² k prodeji Břehová, Praha 1 - Josefov; 9 900 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,53,50.0905,14.4177,"(50.0905, 14.4178)",9900000
"Byt 2+kk 50 m² k prodeji Plaská, Praha 5 - Malá Strana; 7 950 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,50,50.0807,14.4063,"(50.0807, 14.4064)",7950000
"Byt 3+kk 78 m² k prodeji Klapálkova, Praha 4 - Chodov; 9 500 000 Kč (Velká zahrada + balkon + parkovací stání), balkón, terasa, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,78,50.0429,14.4944,"(50.043, 14.4945)",9500000
"Byt 2+kk 43 m² k prodeji Veletržní, Praha - Praha 7; 5 600 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,43,50.1016,14.4304,"(50.1016, 14.4305)",5600000
"Byt 1+kk 39 m² k prodeji Pod Radnicí, Praha 5 - Košíře; 4 890 000 Kč (konečná cena s provizí), terasa, výtah, bezbariérový, nízkoenergetický, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,39,50.0701,14.3831,"(50.0702, 14.3831)",4890000
"Byt 2+1 58 m² k prodeji U božích bojovníků, Praha 3 - Žižkov; 7 490 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,58,50.0870,14.4495,"(50.087, 14.4495)",7490000
"Byt 3+1 112 m² k prodeji Velká skála, Praha 8 - Troja; 8 490 000 Kč, balkón, lodžie, výtah, smíšená stavba, osobní vlastnictví, novostavby.",3+1,112,50.1268,14.4322,"(50.1268, 14.4323)",8490000
"Byt 3+kk 77 m² k prodeji Lotyšská, Praha 6 - Bubeneč; 8 900 000 Kč (cena včetně provize RK), výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,77,50.1044,14.3961,"(50.1044, 14.3961)",8900000
"Byt 1+kk 16 m² k prodeji Španělská, Praha 2 - Vinohrady; 2 970 000 Kč (+ provize RK, včetně právního servisu), výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,16,50.0803,14.4354,"(50.0803, 14.4355)",2970000
"Byt 1+kk 16 m² k prodeji Španělská, Praha 2 - Vinohrady; 3 000 000 Kč (+ provize RK, včetně právního servisu), výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,16,50.0803,14.4354,"(50.0803, 14.4355)",3000000
"Byt 4+kk 107 m² k prodeji Radimova, Praha - Břevnov; 16 286 875 Kč (cena je vč. DPH), lodžie, výtah, skeletová stavba, osobní vlastnictví, v developerské projekty.",4+kk,107,50.0874,14.3648,"(50.0874, 14.3649)",16286875
